Date,2018-12-31,2017-12-31,2016-12-31
Revenue,674882778.5818,330232164.4498,114744996.4003
Revenue Growth,1.04366155461029,1.87796570490752,
Cost of Revenue,569268740.9551,291696493.3495,157616126.7099
Gross Profit,105614037.6266,38535671.1004,-42871130.3096
R&D Expenses,38372214.1823,25719467.9565,27117926.5659
SG&A Expense,69018379.1606,28610489.7219,20168610.5112
Operating Expenses,107390593.343,54329957.6784,47286537.077
Operating Income,-1776555.7164,-15794286.578,-90157667.3866
Interest Expense,0.0,0.0,0.0
Earnings before Tax,-287790448.6252,-12238210.399,-90083081.3535
Income Tax Expense,-7372358.9001,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-280418089.725,-12238210.399,-90083081.3535
Preferred Dividends,82289869.754,2999093.1076,0.0
Net Income Com,-362707959.479,-15237303.5067,-90083081.3535
EPS,-2.1737,-0.1527,-0.9014
EPS Diluted,-2.1737,-0.1527,-0.9014
Weighted Average Shs Out,29167446.8886,30463581.9226,42000000.0
Weighted Average Shs Out (Dil),24143044.1389,15114873.0351,14398848.0922
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.1565,0.1167,-0.3736
EBITDA Margin,-0.0606,-0.0051,-0.1122
EBIT Margin,-0.4264,-0.0371,-0.7851
Profit Margin,-0.0777,-0.007,-0.113
Free Cash Flow margin,0.1378,0.094,-0.5276
EBITDA,-282719247.4674,-11079201.9347,-89433117.3506
EBIT,-287790448.6252,-12238210.399,-90083081.3535
Consolidated Income,-280418089.725,-12238210.399,-90083081.3535
Earnings Before Tax Margin,-0.4264,-0.0371,-0.7851
Net Profit Margin,-0.4155,-0.0371,-0.7851
