Date,2019-06-30,2018-06-30,2017-06-30
Revenue,0.0,54134000.0,43712000.0
Revenue Growth,-1,0.238424231332357,
Cost of Revenue,0.0,0.0,0.0
Gross Profit,0.0,54134000.0,43712000.0
R&D Expenses,0.0,0.0,0.0
SG&A Expense,22647000.0,30802000.0,30416000.0
Operating Expenses,22647000.0,36325000.0,35366000.0
Operating Income,23846000.0,17809000.0,8346000.0
Interest Expense,4480000.0,0.0,0.0
Earnings before Tax,23846000.0,17809000.0,8346000.0
Income Tax Expense,4830000.0,6310000.0,2715000.0
Net Income - Non-Controlling int,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,19016000.0,11499000.0,5631000.0
Preferred Dividends,0.0,0.0,0.0
Net Income Com,19016000.0,11499000.0,5631000.0
EPS,0.0,,
EPS Diluted,0.0,,
Weighted Average Shs Out,0.0,,
Weighted Average Shs Out (Dil),0.0,,
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.0,1.0,1.0
EBITDA Margin,0.0,0.378,0.236
EBIT Margin,0.0,0.329,0.1909
Profit Margin,0.0,0.212,0.129
Free Cash Flow margin,0.0,0.2782,0.0572
EBITDA,27193000.0,20447000.0,10307000.0
EBIT,23846000.0,17809000.0,8346000.0
Consolidated Income,19016000.0,11499000.0,5631000.0
Earnings Before Tax Margin,0.0,0.329,0.1909
Net Profit Margin,0.0,0.2124,0.1288
