Date,2019-09-30,2018-09-30,2017-09-30,2016-09-30,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Depreciation & Amortization,53080000.0,52229000.0,39752000.0,54109000.0,63774000.0,60900000.0,34670000.0,25268000.0,0.0,14661000.0,12746000.0
Stock-based compensation,9751000.0,10784000.0,5866000.0,5346000.0,2374000.0,6845000.0,7314000.0,6714000.0,13208000.0,2651000.0,1912000.0
Operating Cash Flow,103517000.0,88724000.0,51836000.0,64403000.0,79398000.0,74701000.0,126473000.0,150448000.0,0.0,124725000.0,80617000.0
Capital Expenditure,38839000.0,40474000.0,18853000.0,9550000.0,24286000.0,22964000.0,46698000.0,45796000.0,0.0,-24394000.0,-18202000.0
Acquisitions and disposals,-8116000.0,-93165000.0,-2250000.0,-6000000.0,-7802000.0,-13226000.0,-14810000.0,-128647000.0,-0.0,-77184000.0,-39288000.0
Investment purchases and sales,0.0,0.0,0.0,-11750000.0,0.0,-11903000.0,0.0,0.0,0.0,-209747000.0,-169768000.0
Investing Cash flow,-27829000.0,-134206000.0,-7255000.0,6716000.0,-67693000.0,-80060000.0,-160384000.0,-211205000.0,0.0,-137101000.0,-73023000.0
Issuance (repayment) of debt,195029000.0,-167899000.0,-54118000.0,47250000.0,1683000.0,-103940000.0,9725000.0,-8496000.0,-0.0,-9997000.0,3436000.0
Issuance (buybacks) of shares,-157567000.0,0.0,0.0,-11750000.0,0.0,-11903000.0,-36317000.0,-48477000.0,0.0,1602000.0,4943000.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Financing Cash Flow,-198317000.0,167588000.0,53351000.0,-63156000.0,2402000.0,32515000.0,22213000.0,84175000.0,0.0,-6534000.0,9726000.0
Effect of forex changes on cash,-507000.0,-484000.0,724000.0,-1350000.0,-10308000.0,-931000.0,-462000.0,1090000.0,0.0,0.0,0.0
Net cash flow / Change in cash,-123136000.0,121622000.0,98656000.0,6613000.0,3799000.0,26225000.0,-12160000.0,24508000.0,0.0,-18910000.0,17320000.0
Free Cash Flow,64678000.0,48250000.0,32983000.0,54853000.0,55112000.0,51737000.0,79775000.0,104652000.0,0.0,100331000.0,62415000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1379,0.1828
