Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,5422155.0,4786272.0,3828634.0
Stock-based compensation,137517.0,0.0,0.0
Operating Cash Flow,3970170.0,2910287.0,4255829.0
Capital Expenditure,-29045685.0,-9635504.0,-24243012.0
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0
Investing Cash flow,-29045685.0,-9635504.0,-24243012.0
Issuance (repayment) of debt,24630529.0,9007146.0,10923190.0
Issuance (buybacks) of shares,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,27928885.0,9283359.0,20472737.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,2853370.0,2558142.0,485554.0
Free Cash Flow,-25075515.0,-6725217.0,-19987183.0
Net Cash/Marketcap,-2.9693,-2.8031,-2.8031
