Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,436000.0,302000.0,0.0,14820000.0,4492000.0,1127000.0
Stock-based compensation,4466000.0,6986000.0,9585000.0,6865000.0,1478000.0,7842000.0
Operating Cash Flow,-2426000.0,365000.0,-192000.0,-183237000.0,-135359000.0,-21825000.0
Capital Expenditure,148000.0,1216000.0,0.0,0.0,0.0,0.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,-3660000.0,-5844000.0,-15588000.0,-9516000.0,-245468000.0,0.0
Investing Cash flow,-107000.0,-1841000.0,-132290000.0,459657000.0,-974920000.0,-1188230000.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-9832000.0,-5385000.0,-3282000.0
Issuance (buybacks) of shares,-3660000.0,-5194000.0,-10907000.0,-8683000.0,-233079000.0,-139065000.0
Dividend payments,-0.0,-0.0,-0.0,-98123000.0,-116025000.0,-13087000.0
Financing Cash Flow,-3645000.0,-5759000.0,-11478000.0,-208658000.0,1087061000.0,1245041000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-6178000.0,-7235000.0,-143960000.0,67762000.0,-23218000.0,34986000.0
Free Cash Flow,-2574000.0,-851000.0,-192000.0,-183237000.0,-135359000.0,-21825000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0
