Date,2018-12-31,2017-12-31
Revenue,85214000.0,101065000.0
Revenue Growth,-0.156839657646069,
Cost of Revenue,49009000.0,53147000.0
Gross Profit,36205000.0,47918000.0
R&D Expenses,22775000.0,20988000.0
SG&A Expense,21220000.0,21340000.0
Operating Expenses,43995000.0,42328000.0
Operating Income,-7790000.0,5590000.0
Interest Expense,1512000.0,870000.0
Earnings before Tax,-9368000.0,4691000.0
Income Tax Expense,-26000.0,-32000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-9342000.0,4723000.0
Preferred Dividends,0.0,0.0
Net Income Com,-9342000.0,4723000.0
EPS,-0.93,0.47
EPS Diluted,-0.93,0.47
Weighted Average Shs Out,,
Weighted Average Shs Out (Dil),10000000.0,10000000.0
Dividend per Share,0.0,0.0
Gross Margin,0.4249,0.4741
EBITDA Margin,-0.005,0.09
EBIT Margin,-0.0922,0.055
Profit Margin,-0.11,0.047
Free Cash Flow margin,-0.0394,-0.019
EBITDA,-443000.0,9108000.0
EBIT,-7856000.0,5561000.0
Consolidated Income,-9342000.0,4723000.0
Earnings Before Tax Margin,-0.1099,0.0464
Net Profit Margin,-0.1096,0.0467
