Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Revenue,476843000.0,477000000.0,639133000.0,639000000.0,889336000.0,889000000.0,733006000.0,733000000.0,750592000.0,751000000.0,0.0,0.0
Revenue Growth,-0.000329140461215933,-0.253676464835957,0.000208137715179969,-0.281486412334596,0.000377952755905512,0.212814083377217,0.00000818553888130969,-0.0234375,-0.000543275632490013,0.0,0.0,0.0
Cost of Revenue,359354000.0,359000000.0,476953000.0,477000000.0,631789000.0,632000000.0,533666000.0,534000000.0,571980000.0,572000000.0,0.0,0.0
Gross Profit,117489000.0,117000000.0,162180000.0,162000000.0,257547000.0,258000000.0,199340000.0,199000000.0,178612000.0,179000000.0,0.0,0.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
SG&A Expense,36892000.0,37000000.0,32343000.0,32000000.0,30866000.0,31000000.0,29420000.0,29000000.0,27705000.0,28000000.0,0.0,0.0
Operating Expenses,36892000.0,37000000.0,32343000.0,32000000.0,30866000.0,31000000.0,29420000.0,29000000.0,27705000.0,28000000.0,0.0,0.0
Operating Income,80712000.0,81000000.0,130109000.0,130000000.0,226706000.0,227000000.0,170058000.0,170000000.0,150907000.0,151000000.0,0.0,0.0
Interest Expense,21854000.0,22000000.0,22803000.0,23000000.0,21801000.0,22000000.0,7622000.0,8000000.0,7337000.0,7000000.0,0.0,0.0
Earnings before Tax,66217000.0,,114200000.0,,210744000.0,,164607000.0,,0.0,,0.0,0.0
Income Tax Expense,-75960000.0,-76000000.0,41537000.0,42000000.0,77291000.0,77000000.0,65074000.0,65000000.0,52440000.0,52000000.0,42022000.0,0.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,142177000.0,142000000.0,72663000.0,73000000.0,133453000.0,133000000.0,99533000.0,100000000.0,86896000.0,87000000.0,0.0,0.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,142177000.0,142000000.0,72663000.0,73000000.0,133453000.0,133000000.0,99533000.0,100000000.0,86896000.0,87000000.0,0.0,0.0
EPS,7.45,7.45,3.74,3.74,6.39,6.39,4.66,4.66,4.07,4.07,0.0,0.0
EPS Diluted,7.45,7.45,3.74,3.74,6.39,6.39,4.66,4.66,4.07,4.07,0.0,0.0
Weighted Average Shs Out,19084000.0,19000000.0,19439000.0,19000000.0,20883000.0,21000000.0,21352000.0,21000000.0,21352297.0,21000000.0,0.0,0.0
Weighted Average Shs Out (Dil),19084000.0,19000000.0,19439000.0,19000000.0,20883000.0,21000000.0,21352000.0,21000000.0,21352000.0,21000000.0,0.0,0.0
Dividend per Share,1.59997904003,,1.59504089717,,1.59186898434,,1.60003746722,,1.0,,0.0,0.0
Gross Margin,0.24638927278,0.24528301886792,0.253750001956,0.25352112676056,0.289594708861,0.29021372328459,0.27194866072,0.27148703956344,0.237961502387,0.23834886817577,0.0,0.0
EBITDA Margin,0.2909594982,0.30607966457023,0.286060960708,0.29577464788732,0.306777191073,0.31271091113611,0.279423360791,0.28103683492497,0.237970828359,0.23169107856192,0.0,0.0
EBIT Margin,0.169263258557,0.18448637316562,0.203571087708,0.21596244131455,0.254916027238,0.26096737907762,0.232000829461,0.23601637107776,0.201050637364,0.19440745672437,0.0,0.0
Profit Margin,0.298163127067,0.29769392033543,0.113689951857,0.11424100156495,0.15005914525,0.1496062992126,0.135787428752,0.13642564802183,0.115769952251,0.11584553928096,0.0,0.0
Free Cash Flow margin,0.261067059808,,0.246325882093,,0.256246233145,,0.159246991157,,0.190171224847,,0.0,0.0
EBITDA,138742000.0,146000000.0,182831000.0,189000000.0,272828000.0,278000000.0,204819000.0,206000000.0,178619000.0,174000000.0,0.0,0.0
EBIT,80712000.0,88000000,130109000.0,138000000,226706000.0,232000000,170058000.0,173000000,150907000.0,146000000,0.0,0.0
Consolidated Income,142177000.0,142000000.0,72663000.0,73000000.0,133453000.0,133000000.0,99533000.0,100000000.0,86896000.0,87000000.0,0.0,0.0
Earnings Before Tax Margin,0.138865412725,0,0.17867955496,0,0.236967805194,0,0.224564328259,0,0.0,0,0.0,0.0
Net Profit Margin,0.298163127067,0.29769392033543,0.113689951857,0.11424100156495,0.15005914525,0.1496062992126,0.135787428752,0.13642564802183,0.115769952251,0.11584553928096,0.0,0.0
