Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,23000.0,4000.0,4000.0
Stock-based compensation,496000.0,205000.0,
Operating Cash Flow,-18291000.0,-7975000.0,-11162000.0
Capital Expenditure,-158000.0,-13000.0,0.0
Acquisitions and disposals,0.0,0.0,
Investment purchases and sales,0.0,0.0,
Investing Cash flow,-158000.0,-13000.0,0.0
Issuance (repayment) of debt,-5344000.0,-8257000.0,
Issuance (buybacks) of shares,13000.0,59000.0,
Dividend payments,0.0,0.0,
Financing Cash Flow,3631000.0,21722000.0,8567000.0
Effect of forex changes on cash,0.0,0.0,
Net cash flow / Change in cash,-14818000.0,13734000.0,-2595000.0
Free Cash Flow,-18449000.0,-7988000.0,
Net Cash/Marketcap,0.1032,0.1032,0.1032
