Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,8219900000.0,6923900000.0,6215700000.0,4193200000.0
Revenue Growth,0.187177746645677,0.113937287835642,0.482328531908805,
Cost of Revenue,6936200000.0,5639800000.0,5067800000.0,3386300000.0
Gross Profit,1283700000.0,1284100000.0,1147900000.0,806900000.0
R&D Expenses,0.0,0.0,0.0,0.0
SG&A Expense,1271100000.0,1156100000.0,1150600000.0,858600000.0
Operating Expenses,1271100000.0,1455200000.0,1443300000.0,1217300000.0
Operating Income,12600000.0,-171100000.0,-295400000.0,-410400000.0
Interest Expense,228800000.0,183100000.0,171800000.0,123100000.0
Earnings before Tax,-210800000.0,-341800000.0,-458500000.0,-530000000.0
Income Tax Expense,-25000000.0,-120500000.0,-24300000.0,-56300000.0
Net Income - Non-Controlling int,0.0,0.0,-400000.0,900000.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,-185800000.0,-221300000.0,-434200000.0,-473700000.0
Preferred Dividends,0.0,0.0,0.0,0.0
Net Income Com,-185800000.0,-221300000.0,-434200000.0,-473700000.0
EPS,-1.09,-1.54,-3.07,-5.46
EPS Diluted,-1.09,-1.54,-3.07,-5.46
Weighted Average Shs Out,171200000.0,208000000.0,208000000.0,
Weighted Average Shs Out (Dil),171200000.0,143900000.0,141400000.0,86800000.0
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,0.156169783087,0.1855,0.1847,0.1924
EBITDA Margin,0.0383337996813,0.016,-0.004,-0.06
EBIT Margin,0.00153286536333,-0.0229,-0.0461,-0.097
Profit Margin,-0.02260368131,-0.032,-0.07,-0.113
Free Cash Flow margin,-0.0105110767771,-0.018,-0.0663,-0.0209
EBITDA,315100000.0,111900000.0,-26100000.0,-251000000.0
EBIT,12600000.0,-158700000.0,-286700000.0,-406900000.0
Consolidated Income,-185800000.0,-221300000.0,-434600000.0,-472800000.0
Earnings Before Tax Margin,-0.0256450808404,-0.0494,-0.0738,-0.1264
Net Profit Margin,-0.02260368131,-0.032,-0.0699,-0.113
