Date,2018-09-30,2017-09-30,2016-09-30
Depreciation & Amortization,25900000.0,25300000.0,25000000.0
Stock-based compensation,0.0,0.0,0.0
Operating Cash Flow,141200000.0,80400000.0,40800000.0
Capital Expenditure,-5000000.0,2100000.0,-2600000.0
Acquisitions and disposals,0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0
Investing Cash flow,-5000000.0,2100000.0,-2600000.0
Issuance (repayment) of debt,0.0,0.0,0.0
Issuance (buybacks) of shares,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,-133000000.0,-84000000.0,-34800000.0
Effect of forex changes on cash,-100000.0,400000.0,-100000.0
Net cash flow / Change in cash,3100000.0,-1100000.0,3300000.0
Free Cash Flow,136200000.0,82500000.0,38200000.0
Net Cash/Marketcap,0.022,0.022,0.022
