Date,2018-12-31,2017-12-31
Revenue,164900000.0,100000.0
Revenue Growth,1648.0,
Cost of Revenue,180100000.0,36200000.0
Gross Profit,-15200000.0,-36100000.0
R&D Expenses,0.0,0.0
SG&A Expense,38700000.0,21000000.0
Operating Expenses,116200000.0,73600000.0
Operating Income,-131400000.0,-109700000.0
Interest Expense,13700000.0,500000.0
Earnings before Tax,-188000000.0,-88000000.0
Income Tax Expense,2500000.0,0.0
Net Income - Non-Controlling int,-400000.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-190500000.0,-88000000.0
Preferred Dividends,0.0,0.0
Net Income Com,-190500000.0,-88000000.0
EPS,-1.85,-1.7
EPS Diluted,-1.85,-1.7
Weighted Average Shs Out,110068351.0,
Weighted Average Shs Out (Dil),102877501.0,51726288.0
Dividend per Share,0.0,0.0
Gross Margin,-0.0922,-361.0
EBITDA Margin,-0.575,-663.0
EBIT Margin,-1.057,-875.0
Profit Margin,-1.155,-880.0
Free Cash Flow margin,-2.9545,-10899.0
EBITDA,-94800000.0,-66300000.0
EBIT,-174300000.0,-87500000.0
Consolidated Income,-190900000.0,-88000000.0
Earnings Before Tax Margin,-1.1401,-880.0
Net Profit Margin,-1.1552,-880.0
