Date,2018-02-28,2017-02-28
Revenue,0.0,0.0
Revenue Growth,0.0,
Cost of Revenue,0.0,0.0
Gross Profit,0.0,0.0
R&D Expenses,321582.5545,0.0
SG&A Expense,3460369.1589,1083728.2443
Operating Expenses,10034696.2617,1166908.3969
Operating Income,-10034696.2617,-1166908.3969
Interest Expense,58552.9595,21951.9084
Earnings before Tax,-10120798.2866,-1179603.0534
Income Tax Expense,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-10120798.2866,-1179603.0534
Preferred Dividends,0.0,0.0
Net Income Com,-10120798.2866,-1179603.0534
EPS,-0.1791,-0.0305
EPS Diluted,-0.1791,-0.0305
Weighted Average Shs Out,82807000.0,
Weighted Average Shs Out (Dil),,
Dividend per Share,0.0,0.0
Gross Margin,0.0,0.0
EBITDA Margin,,
EBIT Margin,0.0,0.0
Profit Margin,,
Free Cash Flow margin,0.0,0.0
EBITDA,-9742060.7477,-1074470.9924
EBIT,-10062245.3271,-1157651.145
Consolidated Income,-10120798.2866,-1179603.0534
Earnings Before Tax Margin,0.0,0.0
Net Profit Margin,0.0,0.0
