Date,2018-12-31,2017-12-31
Cash and cash equivalents,1987000.0,482000.0
Short-term investments,0.0,0.0
Cash and short-term investments,1987000.0,482000.0
Receivables,-2511000.0,-34625000.0
Inventories,0.0,0.0
Total current assets,2407000.0,655000.0
Property Plant & Equipment Net,1472000.0,677000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,0.0,0.0
Tax assets,35000.0,0.0
Total non-current assets,1572000.0,735000.0
Total assets,3979000.0,1390000.0
Payables,164000.0,225000.0
Short-term debt,5027000.0,0.0
Total current liabilities,8890000.0,976000.0
Long-term debt,0.0,0.0
Total debt,5027000.0,0.0
Deferred revenue,0.0,0.0
Tax Liabilities,0.0,128000.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,0.0,134000.0
Total liabilities,8890000.0,1110000.0
Other comprehensive income,0.0,0.0
Retained earnings (deficit),-64072000.0,-41361000.0
Total shareholders equity,-65828000.0,-40503000.0
Investments,0.0,0.0
Net Debt,3040000.0,-482000.0
Other Assets,2931000.0,34798000.0
Other Liabilities,3699000.0,751000.0
