Date,2019-01-31,2018-01-31,2017-01-31
Cash and cash equivalents,201260000.0,138063000.0,99000000.0
Short-term investments,660301000.0,428298000.0,215000000.0
Cash and short-term investments,861561000.0,566361000.0,314000000.0
Receivables,87438000.0,37209000.0,16000000.0
Inventories,0.0,0.0,0.0
Total current assets,982722000.0,611924000.0,361000000.0
Property Plant & Equipment Net,88359000.0,42997000.0,34000000.0
Goodwill and Intangible Assets,63801000.0,8653000.0,
Long-term investments,12334000.0,7623000.0,22000000.0
Tax assets,0.0,0.0,
Total non-current assets,216234000.0,85856000.0,
Total assets,1198956000.0,697780000.0,436000000.0
Payables,16613000.0,7056000.0,4000000.0
Short-term debt,0.0,0.0,0.0
Total current liabilities,332398000.0,171666000.0,82000000.0
Long-term debt,0.0,0.0,0.0
Total debt,0.0,0.0,
Deferred revenue,241873000.0,125453000.0,
Tax Liabilities,0.0,0.0,
Deposit Liabilities,0.0,0.0,
Total non-current liabilities,24952000.0,6826000.0,
Total liabilities,357350000.0,178492000.0,83000000.0
Other comprehensive income,-498000.0,-1089000.0,
Retained earnings (deficit),-665563000.0,-524880000.0,-305000000.0
Total shareholders equity,831686000.0,511149000.0,-245000000.0
Investments,672635000.0,435921000.0,-16955000.0
Net Debt,-861561000.0,-566361000.0,
Other Assets,33723000.0,8354000.0,
Other Liabilities,315785000.0,164610000.0,78000000.0
