Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,695865000.0,826456000.0,649093000.0,526271000.0,542311000.0
Revenue Growth,-0.158013251764159,0.273247439118894,0.233381660779332,-0.0295771245650558,
Cost of Revenue,636501000.0,422260000.0,309725000.0,102970000.0,107253000.0
Gross Profit,59364000.0,404196000.0,339368000.0,423301000.0,435058000.0
R&D Expenses,177285000.0,194382000.0,125172000.0,99902000.0,106632000.0
SG&A Expense,181047000.0,205024000.0,192755000.0,155173000.0,138850000.0
Operating Expenses,358332000.0,399406000.0,317927000.0,351545000.0,351348000.0
Operating Income,-298968000.0,4790000.0,21441000.0,71756000.0,83710000.0
Interest Expense,49150000.0,42756000.0,43681000.0,46826000.0,54768000.0
Earnings before Tax,-339011000.0,-48235000.0,-24436000.0,9463000.0,-50019000.0
Income Tax Expense,14052000.0,-10279000.0,-61685000.0,13755000.0,19725000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,56222000.0
Net Income,-349348000.0,-37956000.0,32661000.0,-4292000.0,-69744000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0
Net Income Com,-349348000.0,-37956000.0,32661000.0,-4292000.0,-69744000.0
EPS,-2.84,-0.32,0.35,-0.05,-0.76
EPS Diluted,-2.84,-0.32,0.35,-0.05,-0.76
Weighted Average Shs Out,123020000.0,120355000.0,93064000.0,83000000.0,
Weighted Average Shs Out (Dil),123020000.0,120355000.0,94262000.0,84133000.0,91654000.0
Dividend per Share,0.723459600065,0.723692409954,0.0,0.0,0.0
Gross Margin,0.0853096505788,0.48907140852,0.522834170142,0.8043,0.8022
EBITDA Margin,-0.164718731363,0.252127154985,0.245228341701,0.286,0.185
EBIT Margin,-0.429635058524,0.00579583184102,0.0330322465348,0.107,0.0088
Profit Margin,-0.502034158925,-0.0459262199077,0.0503179051384,-0.008,-0.129
Free Cash Flow margin,0.19354328785,0.113886280697,0.174357141427,0.2499,0.2977
EBITDA,-114622000.0,208372000.0,159176000.0,150681000.0,100176000.0
EBIT,-298968000.0,4790000.0,21441000.0,56289000.0,4749000.0
Consolidated Income,-349348000.0,-37956000.0,32661000.0,-4292000.0,-69744000.0
Earnings Before Tax Margin,-0.487179266093,-0.0583636636433,-0.0376463773296,0.018,-0.0922
Net Profit Margin,-0.502034158925,-0.0459262199077,0.0503179051384,-0.0082,-0.1286
