Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,55380000.0,47983000.0,42101000.0,41173000.0
Revenue Growth,0.154158764562449,0.139711645804138,0.0225390425764457,
Cost of Revenue,4833000.0,5112000.0,5165000.0,4612000.0
Gross Profit,50547000.0,42871000.0,36936000.0,35775000.0
R&D Expenses,5376000.0,5513000.0,6380000.0,8606000.0
SG&A Expense,57136000.0,54708000.0,48121000.0,62198000.0
Operating Expenses,62512000.0,60221000.0,54501000.0,
Operating Income,-11965000.0,-17350000.0,-17565000.0,-26423000.0
Interest Expense,5108000.0,6204000.0,3308000.0,
Earnings before Tax,-17453000.0,-23039000.0,-20589000.0,-28154000.0
Income Tax Expense,0.0,0.0,0.0,
Net Income - Non-Controlling int,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,0.0,
Net Income,-17453000.0,-23039000.0,-20589000.0,
Preferred Dividends,0.0,0.0,0.0,
Net Income Com,-17453000.0,-23039000.0,-20589000.0,-28154000.0
EPS,-2.2,-6.65,-6.21,-1.29
EPS Diluted,-2.2,-6.65,-6.21,-1.29
Weighted Average Shs Out,7950284.0,21793000.0,21793000.0,21793000.0
Weighted Average Shs Out (Dil),7950284.0,3467096.0,3314198.0,
Dividend per Share,0.0,0.0,0.0,
Gross Margin,0.912730227519,0.8935,0.8773,0.8689
EBITDA Margin,-0.194564824847,-0.33,-0.386,
EBIT Margin,-0.216052726616,-0.3509,-0.4105,
Profit Margin,-0.315149873601,-0.48,-0.489,
Free Cash Flow margin,-0.278837125316,-0.3753,-0.4084,
EBITDA,-10775000.0,-15822000.0,-16243000.0,
EBIT,-11965000.0,-16835000.0,-17281000.0,
Consolidated Income,-17453000.0,-23039000.0,-20589000.0,
Earnings Before Tax Margin,-0.315149873601,-0.4801,-0.489,-0.6838
Net Profit Margin,-0.315149873601,-0.4801,-0.489,
