Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31
Depreciation & Amortization,268981000.0,269000000.0,322509000.0,323000000.0,333713000.0,334000000.0,274566000.0,275000000.0,264911000.0,265000000.0,218122000.0,160335000.0
Stock-based compensation,12279000.0,,14229000.0,,12854000.0,,11560000.0,,9193000.0,,7607000.0,6417000.0
Operating Cash Flow,554082000.0,554000000.0,700725000.0,701000000.0,714408000.0,714000000.0,734830000.0,735000000.0,702919000.0,703000000.0,546224000.0,576105000.0
Capital Expenditure,145088000.0,-145000000.0,91056000.0,-91000000.0,212797000.0,-213000000.0,307387000.0,-307000000.0,329151000.0,-329000000.0,424631000.0,321920000.0
Acquisitions and disposals,-0.0,,-1011000.0,,-74953000.0,,-0.0,,-0.0,,-0.0,-0.0
Investment purchases and sales,0.0,-121000000,0.0,0,0.0,-7000000,0.0,0,0.0,0,0.0,0.0
Investing Cash flow,-244771000.0,-245000000.0,-191788000.0,-192000000.0,-355915000.0,-356000000.0,-441222000.0,-441000000.0,-425951000.0,-426000000.0,-623379000.0,-401108000.0
Issuance (repayment) of debt,-195000000.0,-798000000.0,-156250000.0,-478000000.0,-313502000.0,-626000000.0,-36750000.0,-490000000.0,-18000000.0,-310000000.0,-318000000.0,-18000000.0
Issuance (buybacks) of shares,-8643000.0,,-44525000.0,,-38678000.0,,-28274000.0,,-98375000.0,,-31111000.0,-281469000.0
Dividend payments,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,,-0.0,-0.0
Financing Cash Flow,-345193000.0,-345000000.0,-503090000.0,-503000000.0,-348089000.0,-348000000.0,-363709000.0,-364000000.0,-209704000.0,-210000000.0,-173203000.0,-235765000.0
Effect of forex changes on cash,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net cash flow / Change in cash,-35882000.0,-36000000.0,44525000.0,6000000.0,38678000.0,10000000.0,28274000.0,-70000000.0,98375000.0,67000000.0,31111000.0,-60768000.0
Free Cash Flow,408994000.0,409000000.0,609669000.0,610000000.0,501611000.0,502000000.0,427443000.0,427000000.0,373768000.0,374000000.0,121593000.0,254185000.0
Net Cash/Marketcap,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
