Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,8182000.0,7447000.0,9068000.0,6672000.0,0.0,1447.0,1938.0
Stock-based compensation,7129000.0,5546000.0,3889000.0,3064000.0,531150.0,0.0,-1085.0
Operating Cash Flow,-43115000.0,-17042000.0,-3202000.0,8458000.0,-10866217.0,-816625.0,-1224850.0
Capital Expenditure,10526000.0,6172000.0,3770000.0,2411000.0,0.0,0.0,0.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-52690000.0,-0.0,0.0,0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,-7083000.0,-10315000.0,-3770000.0,-55101000.0,0.0,0.0,0.0
Issuance (repayment) of debt,-27347000.0,-27347000.0,-6324000.0,-16329000.0,-0.0,880584.0,1270000.0
Issuance (buybacks) of shares,-21549000.0,-60984000.0,-14228000.0,-19779000.0,10678389.0,0.0,0.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0
Financing Cash Flow,27728000.0,23858000.0,51676000.0,46740000.0,30535819.0,776107.0,1270000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-22470000.0,-3499000.0,44704000.0,97000.0,19669602.0,-40518.0,45150.0
Free Cash Flow,-53641000.0,-23214000.0,-6972000.0,6047000.0,-10866217.0,-816625.0,-1224850.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.759,0.759
