Date,2018-12-31,2017-12-31
Depreciation & Amortization,1850000.0,1316000.0
Stock-based compensation,252000.0,104000.0
Operating Cash Flow,3861000.0,-8906000.0
Capital Expenditure,-2545000.0,-1174000.0
Acquisitions and disposals,0.0,0.0
Investment purchases and sales,0.0,175000.0
Investing Cash flow,-2545000.0,-999000.0
Issuance (repayment) of debt,1793000.0,4418000.0
Issuance (buybacks) of shares,8359000.0,0.0
Dividend payments,0.0,0.0
Financing Cash Flow,10152000.0,4418000.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,11468000.0,-5487000.0
Free Cash Flow,1316000.0,-10080000.0
Net Cash/Marketcap,-0.0165,-0.0165
