Date,2018-12-31,2017-12-31
Cash and cash equivalents,91300000.0,203100000.0
Short-term investments,4200000.0,0.0
Cash and short-term investments,95500000.0,203100000.0
Receivables,44000000.0,0.0
Inventories,0.0,0.0
Total current assets,208600000.0,225500000.0
Property Plant & Equipment Net,2649400000.0,1426100000.0
Goodwill and Intangible Assets,0.0,0.0
Long-term investments,31000000.0,20700000.0
Tax assets,11600000.0,0.0
Total non-current assets,2705100000.0,1446800000.0
Total assets,2913700000.0,1672300000.0
Payables,10000000.0,9600000.0
Short-term debt,0.0,0.0
Total current liabilities,119300000.0,21100000.0
Long-term debt,1174600000.0,87000000.0
Total debt,1174600000.0,87000000.0
Deferred revenue,0.0,0.0
Tax Liabilities,0.0,0.0
Deposit Liabilities,0.0,0.0
Total non-current liabilities,1260900000.0,158300000.0
Total liabilities,1380200000.0,179400000.0
Other comprehensive income,-5600000.0,-6200000.0
Retained earnings (deficit),-279200000.0,-88800000.0
Total shareholders equity,1531800000.0,1490900000.0
Investments,35200000.0,20700000.0
Net Debt,,
Other Assets,,
Other Liabilities,109300000.0,11500000.0
