Date,2018-12-31,2017-12-31
Revenue,121663531.1143,37000.0
Revenue Growth,3287.20354362973,
Cost of Revenue,77021273.5166,349000.0
Gross Profit,44642257.5977,-448000.0
R&D Expenses,0.0,
SG&A Expense,162916931.9826,7898000.0
Operating Expenses,275902170.767,
Operating Income,-231259913.1693,-8346000.0
Interest Expense,2332995.6585,
Earnings before Tax,-234320115.7742,-8370000.0
Income Tax Expense,0.0,
Net Income - Non-Controlling int,0.0,
Net Income - Discontinued ops,0.0,
Net Income,-234320115.7742,
Preferred Dividends,227378002.8944,
Net Income Com,-461698118.6686,-8370000.0
EPS,-2498.9175,
EPS Diluted,-2498.9175,-0.04
Weighted Average Shs Out,34076000.0,34076000.0
Weighted Average Shs Out (Dil),129573878.437,
Dividend per Share,0.0,
Gross Margin,0.3669,-12.1081
EBITDA Margin,-0.2576,
EBIT Margin,-1.9068,
Profit Margin,-0.5492,
Free Cash Flow margin,-2.7553,
EBITDA,-216547178.0029,
EBIT,-231987120.1158,
Consolidated Income,-234320115.7742,
Earnings Before Tax Margin,-1.926,-226.2162
Net Profit Margin,-1.926,
