Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,8968000.0,14509000.0,9174000.0,6541000.0
Short-term investments,101000.0,50000.0,585000.0,5399000.0
Cash and short-term investments,9069000.0,14559000.0,9759000.0,11940000.0
Receivables,4409000.0,3328000.0,3351000.0,2799000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,13478000.0,17887000.0,13110000.0,14864000.0
Property Plant & Equipment Net,7626000.0,7109000.0,6821000.0,7329000.0
Goodwill and Intangible Assets,0.0,0.0,0.0,16000.0
Long-term investments,0.0,0.0,24000.0,34000.0
Tax assets,0.0,0.0,,
Total non-current assets,10124000.0,9143000.0,,
Total assets,23602000.0,27030000.0,19964000.0,22243000.0
Payables,5702000.0,3434000.0,810000.0,944000.0
Short-term debt,750000.0,0.0,0.0,0.0
Total current liabilities,8339000.0,6133000.0,4395000.0,4896000.0
Long-term debt,2083000.0,2727000.0,0.0,0.0
Total debt,2833000.0,2727000.0,,
Deferred revenue,2441000.0,2757000.0,,
Tax Liabilities,0.0,0.0,,
Deposit Liabilities,0.0,0.0,,
Total non-current liabilities,8311000.0,8176000.0,,
Total liabilities,16650000.0,14309000.0,4769000.0,5144000.0
Other comprehensive income,-2188000.0,-2188000.0,,
Retained earnings (deficit),-61581000.0,-55102000.0,-44259000.0,-41080000.0
Total shareholders equity,6952000.0,12721000.0,10287000.0,12895000.0
Investments,101000.0,50000.0,535000.0,495000.0
Net Debt,-6236000.0,,,
Other Assets,0.0,,,
Other Liabilities,1887000.0,2699000.0,3585000.0,3952000.0
