Date,2018-12-31,2017-12-31
Cash and cash equivalents,26107238.0,16726000.0
Short-term investments,1130059.0,3068000.0
Cash and short-term investments,27237297.0,19794000.0
Receivables,1040846.0,218000.0
Inventories,30642.0,0.0
Total current assets,28722941.0,20283000.0
Property Plant & Equipment Net,4260602.0,347000.0
Goodwill and Intangible Assets,1409540.0,
Long-term investments,7094712.0,7395000.0
Tax assets,0.0,
Total non-current assets,16351699.0,
Total assets,45074640.0,31560000.0
Payables,1280564.0,615000.0
Short-term debt,10151183.0,
Total current liabilities,12184865.0,1331000.0
Long-term debt,143873.0,0.0
Total debt,10295056.0,
Deferred revenue,0.0,
Tax Liabilities,0.0,
Deposit Liabilities,0.0,
Total non-current liabilities,143873.0,
Total liabilities,12328738.0,1331000.0
Other comprehensive income,-1484688.0,
Retained earnings (deficit),-17379185.0,-2547000.0
Total shareholders equity,33114435.0,30243000.0
Investments,8224771.0,
Net Debt,,
Other Assets,,
Other Liabilities,753118.0,
