Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Revenue,517811000.0,454675000.0,402568000.0,364260000.0,380957000.0
Revenue Growth,0.138859625006873,0.129436517557282,0.105166639213748,-0.0438290935722404,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0
Gross Profit,517811000.0,454675000.0,402568000.0,364260000.0,380957000.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0
SG&A Expense,252208000.0,232057000.0,221051000.0,223543000.0,214704000.0
Operating Expenses,315773000.0,292246000.0,286178000.0,285245000.0,272967000.0
Operating Income,202038000.0,162429000.0,116390000.0,79015000.0,107990000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,196468000.0,154339000.0,116669000.0,79015000.0,107990000.0
Income Tax Expense,1284000.0,1087000.0,727000.0,1276000.0,-169000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0
Net Income,195184000.0,153252000.0,115942000.0,77739000.0,108159000.0
Preferred Dividends,0.0,0.0,57568000.0,16483000.0,16642000.0
Net Income Com,195184000.0,153252000.0,58374000.0,61256000.0,91517000.0
EPS,3.55,2.82,1.2,1.25,1.67
EPS Diluted,3.5,2.76,1.18,1.23,1.65
Weighted Average Shs Out,54692630.0,53284872.0,53284872.0,53000000.0,
Weighted Average Shs Out (Dil),54692630.0,53284872.0,53284872.0,,
Dividend per Share,1.52,1.28,0.1,0.0,0.0
Gross Margin,1.0,1.0,1.0,1.0,1.0
EBITDA Margin,0.469,0.45,0.42,0.354,0.402
EBIT Margin,0.3794,0.3394,0.2898,0.2169,0.2835
Profit Margin,0.377,0.337,0.145,0.168,0.24
Free Cash Flow margin,0.5365,0.4902,0.4194,0.4229,0.3613
EBITDA,242944000.0,204737000.0,168930000.0,129084000.0,153106000.0
EBIT,196468000.0,154339000.0,116669000.0,79015000.0,107990000.0
Consolidated Income,195184000.0,153252000.0,115942000.0,77739000.0,108159000.0
Earnings Before Tax Margin,0.3794,0.3394,0.2898,0.2169,0.2835
Net Profit Margin,0.3769,0.3371,0.288,0.2134,0.2839
