Date,2018-12-31,2017-12-31
Revenue,207376000.0,133871000.0
Revenue Growth,0.54907336166907,
Cost of Revenue,70458000.0,46229000.0
Gross Profit,136918000.0,87642000.0
R&D Expenses,0.0,0.0
SG&A Expense,105893000.0,80746000.0
Operating Expenses,210822000.0,139426000.0
Operating Income,-73904000.0,-51784000.0
Interest Expense,1152000.0,762000.0
Earnings before Tax,-75666000.0,-52251000.0
Income Tax Expense,99000.0,57000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-75765000.0,-52308000.0
Preferred Dividends,8922000.0,2610000.0
Net Income Com,-84687000.0,-54918000.0
EPS,-10.12,-6.74
EPS Diluted,-10.12,-6.74
Weighted Average Shs Out,,
Weighted Average Shs Out (Dil),8365344.0,8145787.0
Dividend per Share,0.0,0.0
Gross Margin,0.6602,0.6547
EBITDA Margin,-0.315,-0.343
EBIT Margin,-0.3593,-0.3846
Profit Margin,-0.408,-0.41
Free Cash Flow margin,-0.3198,-0.3936
EBITDA,-65224000.0,-45855000.0
EBIT,-74514000.0,-51489000.0
Consolidated Income,-75765000.0,-52308000.0
Earnings Before Tax Margin,-0.3649,-0.3903
Net Profit Margin,-0.3654,-0.3907
