Date,2018-12-31,2017-12-31
Revenue,0.0,0.0
Revenue Growth,0.0,
Cost of Revenue,0.0,0.0
Gross Profit,0.0,0.0
R&D Expenses,32858339.0,12900855.0
SG&A Expense,3326258.0,3011592.0
Operating Expenses,39690342.0,18884056.0
Operating Income,-39690342.0,-18884056.0
Interest Expense,-288300.0,-17442.0
Earnings before Tax,-22639272.0,-33586984.0
Income Tax Expense,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-22639272.0,-33586984.0
Preferred Dividends,0.0,0.0
Net Income Com,-22639272.0,-33586984.0
EPS,-1.36,-4.25
EPS Diluted,-1.36,-4.25
Weighted Average Shs Out,13996261.0,13996261.0
Weighted Average Shs Out (Dil),16635092.0,7899443.0
Dividend per Share,0.0,0.0
Gross Margin,0.0,0.0
EBITDA Margin,,
EBIT Margin,0.0,0.0
Profit Margin,,
Free Cash Flow margin,0.0,0.0
EBITDA,-22927572.0,-33604426.0
EBIT,-22927572.0,-33604426.0
Consolidated Income,-22639272.0,-33586984.0
Earnings Before Tax Margin,0.0,0.0
Net Profit Margin,0.0,0.0
