Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,81431000.0,93216000.0,61802000.0
Short-term investments,0.0,0.0,
Cash and short-term investments,81431000.0,93216000.0,61802000.0
Receivables,22966000.0,23707000.0,22912000.0
Inventories,6418000.0,7260000.0,6799000.0
Total current assets,122462000.0,134052000.0,105486000.0
Property Plant & Equipment Net,416148000.0,335548000.0,280838000.0
Goodwill and Intangible Assets,242139000.0,247402000.0,
Long-term investments,0.0,0.0,
Tax assets,0.0,0.0,
Total non-current assets,659890000.0,584082000.0,
Total assets,782352000.0,718134000.0,640891000.0
Payables,14215000.0,25062000.0,14546000.0
Short-term debt,3595000.0,33325000.0,
Total current liabilities,75588000.0,116236000.0,65325000.0
Long-term debt,390578000.0,357875000.0,404311000.0
Total debt,394173000.0,391200000.0,
Deferred revenue,0.0,0.0,
Tax Liabilities,0.0,0.0,
Deposit Liabilities,0.0,0.0,
Total non-current liabilities,408104000.0,416042000.0,
Total liabilities,483692000.0,532278000.0,520328000.0
Other comprehensive income,0.0,0.0,
Retained earnings (deficit),202884000.0,130806000.0,70903000.0
Total shareholders equity,298660000.0,176803000.0,120563000.0
Investments,0.0,0.0,
Net Debt,312742000.0,297984000.0,
Other Assets,11647000.0,9869000.0,
Other Liabilities,57778000.0,57849000.0,
