Date,2018-12-31,2017-12-31,2016-12-31
Revenue,0.0,0.0,0.0
Revenue Growth,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0
R&D Expenses,12826000.0,3730000.0,1709000.0
SG&A Expense,9052000.0,727000.0,204000.0
Operating Expenses,21878000.0,4457000.0,1913000.0
Operating Income,-21878000.0,-4457000.0,-1913000.0
Interest Expense,0.0,2000.0,0.0
Earnings before Tax,0.0,-4457140.0,-1913000.0
Income Tax Expense,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,-1860.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-20648000.0,-4457140.0,-1913000.0
Preferred Dividends,0.0,5301860.0,0.0
Net Income Com,-20648000.0,-9759000.0,-1913000.0
EPS,-1.41,-1.56,-0.3
EPS Diluted,-1.41,-1.56,-0.3
Weighted Average Shs Out,14662751.0,24946371.0,24946000.0
Weighted Average Shs Out (Dil),14662751.0,2850269.0,6316235.0
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0
EBITDA Margin,0.0,,
EBIT Margin,0.0,0.0,0.0
Profit Margin,0.0,,
Free Cash Flow margin,0.0,0.0,0.0
EBITDA,-21422706.0,-4455140.0,-1913000.0
EBIT,-21878000.0,-4455140.0,-1913000.0
Consolidated Income,-20648000.0,-4459000.0,-1913000.0
Earnings Before Tax Margin,0.0,0.0,0.0
Net Profit Margin,0.0,0.0,0.0
