Date,2018-12-31,2017-12-31
Revenue,391503762.6628,197715084.6433
Revenue Growth,0.9801,
Cost of Revenue,317969898.6975,106363210.399
Gross Profit,73533863.9653,91351874.2443
R&D Expenses,27450072.3589,15079957.6784
SG&A Expense,26832850.9407,22065749.6977
Operating Expenses,54282923.2996,37145707.3761
Operating Income,19250940.6657,54206166.8682
Interest Expense,7680028.9436,0.0
Earnings before Tax,28978581.7656,60605955.26
Income Tax Expense,11260492.0405,3801844.0145
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,17718089.725,56804111.2455
Preferred Dividends,0.0,0.0
Net Income Com,17718089.725,56804111.2455
EPS,0.1352,0.4321
EPS Diluted,0.1343,0.4321
Weighted Average Shs Out,343302781.7656,358558376.9649
Weighted Average Shs Out (Dil),284298069.4645,298003238.9661
Dividend per Share,0.0,0.0
Gross Margin,0.1878,0.462
EBITDA Margin,0.0142,0.0473
EBIT Margin,0.0936,0.3065
Profit Margin,0.0065,0.0434
Free Cash Flow margin,-0.0138,0.0706
EBITDA,38560926.1939,61978839.1778
EBIT,36658610.7091,60605955.26
Consolidated Income,17718089.725,56804111.2455
Earnings Before Tax Margin,0.074,0.3065
Net Profit Margin,0.0453,0.2873
