Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2012-03-31
Revenue,20000.0,295000.0,653000.0,277000.0,0.0,0.0,0.0,0.0
Revenue Growth,-0.932203389830508,-0.548238897396631,1.35740072202166,0.0,0.0,0.0,0.0,
Cost of Revenue,20000.0,790000.0,5401000.0,2249000.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,-495000.0,-4748000.0,-1972000.0,0.0,0.0,0.0,0.0
R&D Expenses,14425000.0,18337000.0,21641000.0,18433000.0,21784000.0,15802000.0,6323000.0,2116000.0
SG&A Expense,8691000.0,27744000.0,49223000.0,51594000.0,26149000.0,13332000.0,7206000.0,3474000.0
Operating Expenses,23116000.0,50901000.0,81665000.0,72276000.0,47933000.0,29134000.0,13529000.0,5590000.0
Operating Income,-26874000.0,-50606000.0,-81012000.0,-71999000.0,-47933000.0,-29134000.0,-13529000.0,-5590000.0
Interest Expense,134000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,-27052000.0,-50908000.0,-82059000.0,-73144000.0,-36000.0,16000.0,-6000.0,-5590000.0
Income Tax Expense,0.0,67000.0,201000.0,75000.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-27192000.0,-50975000.0,-82260000.0,-73219000.0,-49520000.0,-29044000.0,-13510000.0,-5590000.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101000.0
Net Income Com,-27192000.0,-50975000.0,-82260000.0,-73219000.0,-49520000.0,-29044000.0,-13510000.0,-5691000.0
EPS,-17.58,-1.43,-2.56,-2.7,-2.19,-1.8,-2.33,-82.8
EPS Diluted,-17.58,-1.43,-2.56,-2.7,-2.19,-1.8,-2.33,-82.8
Weighted Average Shs Out,1547051.0,35675000.0,32148000.0,27085000.0,22647000.0,16160000.0,5810000.0,950819.0
Weighted Average Shs Out (Dil),1547051.0,35675000.0,32148000.0,27085000.0,22647000.0,16160000.0,5810000.0,68733.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,-1.67796610169,-7.27105666156,-7.11913357401,0.0,0.0,0.0,0.0
EBITDA Margin,0.0,-165.752542373,-119.624808576,-251.252707581,0.0,0.0,0.0,
EBIT Margin,0.0,-171.545762712,-124.061255743,-259.924187726,0.0,0.0,0.0,0.0
Profit Margin,0.0,-172.796610169,-125.972434916,-264.328519856,0.0,0.0,0.0,
Free Cash Flow margin,-1184.15,-154.945762712,-98.4992343032,-200.415162455,0.0,0.0,0.0,0.0
EBITDA,-26842000.0,-48897000.0,-78115000.0,-69597000.0,-46612000.0,-28317000.0,-13359000.0,-5590000.0
EBIT,-26874000.0,-50606000.0,-81012000.0,-71999000.0,-47933000.0,-29134000.0,-13529000.0,-5590000.0
Consolidated Income,-27192000.0,-50975000.0,-82260000.0,-73219000.0,-49520000.0,-29044000.0,-13510000.0,-5590000.0
Earnings Before Tax Margin,0.0,-172.569491525,-125.664624809,-264.057761733,0.0,0.0,0.0,0.0
Net Profit Margin,0.0,-172.796610169,-125.972434916,-264.328519856,0.0,0.0,0.0,0.0
