Date,2018-12-31,2017-12-31
Revenue,201562000.0,172539000.0
Revenue Growth,0.168211244993885,
Cost of Revenue,44611000.0,35835000.0
Gross Profit,156951000.0,136704000.0
R&D Expenses,36229000.0,26215000.0
SG&A Expense,88495000.0,69683000.0
Operating Expenses,141065000.0,112424000.0
Operating Income,15886000.0,24280000.0
Interest Expense,15837000.0,19277000.0
Earnings before Tax,-10071000.0,5776000.0
Income Tax Expense,3375000.0,-13185000.0
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,-13446000.0,18961000.0
Preferred Dividends,0.0,0.0
Net Income Com,-13446000.0,18961000.0
EPS,-0.21,0.29
EPS Diluted,-0.21,0.29
Weighted Average Shs Out,,
Weighted Average Shs Out (Dil),65002000.0,64984000.0
Dividend per Share,0.0,0.0
Gross Margin,0.7787,0.7923
EBITDA Margin,0.181,0.314
EBIT Margin,0.0286,0.1452
Profit Margin,-0.067,0.11
Free Cash Flow margin,0.0652,-0.0147
EBITDA,36503000.0,54205000.0
EBIT,5766000.0,25053000.0
Consolidated Income,-13446000.0,18961000.0
Earnings Before Tax Margin,-0.05,0.0335
Net Profit Margin,-0.0667,0.1099
