Date,2018-12-31,2017-12-31
Revenue,57497250.3618,14749093.1076
Revenue Growth,2.89835835616038,0.0
Cost of Revenue,20658900.1447,3782194.6796
Gross Profit,36838350.2171,10966898.4281
R&D Expenses,10716353.1114,7927902.0556
SG&A Expense,23350072.3589,17009220.0726
Operating Expenses,34066425.4703,24937122.1282
Operating Income,2771924.7467,-13970223.7001
Interest Expense,0.0,0.0
Earnings before Tax,3222286.5412,-13841444.9819
Income Tax Expense,378581.7656,-698307.1342
Net Income - Non-Controlling int,0.0,0.0
Net Income - Discontinued ops,0.0,0.0
Net Income,2843704.7757,-13143137.8476
Preferred Dividends,5633863.9653,5884220.0726
Net Income Com,-2790159.1896,-19027357.9202
EPS,-0.0203,-0.1371
EPS Diluted,-0.0203,-0.1371
Weighted Average Shs Out,126280000.0,126280000.0
Weighted Average Shs Out (Dil),13346598.8423,13939691.3543
Dividend per Share,0.0,0.0
Gross Margin,0.6407,0.7436
EBITDA Margin,0.0097,-0.1342
EBIT Margin,0.056,-0.9385
Profit Margin,-0.0071,-0.195
Free Cash Flow margin,0.5782,-0.512
EBITDA,3832416.7873,-13096130.5925
EBIT,3222286.5412,-13841444.9819
Consolidated Income,2843704.7757,-13143137.8476
Earnings Before Tax Margin,0.056,-0.9385
Net Profit Margin,0.0495,-0.8911
