Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,10055000.0,9829000.0,12884000.0
Stock-based compensation,0.0,0.0,0.0
Operating Cash Flow,32387000.0,70118000.0,76651000.0
Capital Expenditure,-4983000.0,-2683000.0,-3081000.0
Acquisitions and disposals,0.0,0.0,-5446000.0
Investment purchases and sales,0.0,0.0,0.0
Investing Cash flow,-4983000.0,-2683000.0,-8527000.0
Issuance (repayment) of debt,0.0,0.0,0.0
Issuance (buybacks) of shares,0.0,0.0,0.0
Dividend payments,0.0,0.0,0.0
Financing Cash Flow,-20557000.0,-65499000.0,-71507000.0
Effect of forex changes on cash,-216000.0,124000.0,-480000.0
Net cash flow / Change in cash,6631000.0,2060000.0,-3863000.0
Free Cash Flow,27404000.0,67435000.0,73570000.0
Net Cash/Marketcap,-0.58,0.0156,0.0156
