Date,2018-12-31,2017-12-31
Depreciation & Amortization,25268965.5172,12639855.9424
Stock-based compensation,8782758.6207,7093637.455
Operating Cash Flow,-66873563.2184,-63099639.8559
Capital Expenditure,-34359770.1149,-22961584.6339
Acquisitions and disposals,0.0,0.0
Investment purchases and sales,0.0,0.0
Investing Cash flow,-77181609.1954,-63084033.6134
Issuance (repayment) of debt,3967816.092,-1972388.9556
Issuance (buybacks) of shares,415775862.069,0.0
Dividend payments,0.0,0.0
Financing Cash Flow,419743678.1609,-1972388.9556
Effect of forex changes on cash,-527586.2069,-29795918.3673
Net cash flow / Change in cash,275687356.3218,-128154861.9448
Free Cash Flow,-101233333.3333,-86061224.4898
Net Cash/Marketcap,,
