Date,2017-12-31,2017-12,2016-12-31,2016-12,2015-12-31,2015-12,2014-12-31,2014-12,2013-12-31,2013-12,2012-12-31,2011-12-31,2010-12-31
Revenue,0.0,,1538706000.0,,1484032000.0,,1461709000.0,,1344805000.0,,1249633000.0,1072616000.0,961276000.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165032966131402,0.115825215650864,0.0
Cost of Revenue,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Gross Profit,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
R&D Expenses,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
SG&A Expense,0.0,,7899000.0,,7852000.0,,7702000.0,,7870000.0,,7408000.0,7664000.0,7814000.0
Operating Expenses,0.0,,7899000.0,,7852000.0,,7702000.0,,7870000.0,,7408000.0,7664000.0,7814000.0
Operating Income,0.0,,62132000.0,,74832000.0,,83138000.0,,45078000.0,,22088000.0,53977000.0,128591000.0
Interest Expense,0.0,14000000.0,14037000.0,14000000.0,13831000.0,14000000.0,13801000.0,14000000.0,13912000.0,14000000.0,12908000.0,10807000.0,10802000.0
Earnings before Tax,0.0,,62132000.0,,74832000.0,,83138000.0,,45078000.0,,22088000.0,53977000.0,128591000.0
Income Tax Expense,0.0,,19047000.0,,23351000.0,,25936000.0,,12445000.0,,-2231000.0,11915000.0,37069000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income,0.0,45000000.0,43085000.0,43000000.0,51481000.0,51000000.0,57201000.0,57000000.0,32633000.0,33000000.0,24319000.0,42063000.0,91523000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
Net Income Com,0.0,45000000.0,43085000.0,43000000.0,51481000.0,51000000.0,57201000.0,57000000.0,32633000.0,33000000.0,24319000.0,42063000.0,91523000.0
EPS,0.0,4.13,3.91,3.91,4.54,4.54,5.0,5.00,2.85,2.85,2.09,3.47,7.13
EPS Diluted,0.0,4.10,3.88,3.88,4.51,4.51,4.95,4.95,2.8,2.80,2.04,3.39,6.95
Weighted Average Shs Out,0.0,11000000.0,11018000.0,11000000.0,11334000.0,11000000.0,11440000.0,11000000.0,11451000.0,11000000.0,11660000.0,12111000.0,12843000.0
Weighted Average Shs Out (Dil),0.0,11000000.0,11101000.0,11000000.0,11417000.0,11000000.0,11562000.0,12000000.0,11657000.0,12000000.0,11941000.0,12414000.0,13170000.0
Dividend per Share,0.0,,2.07125484191,,1.71043181221,,1.43245113302,,1.1856395299,,0.883008123273,0.704446592557,0.546545178436
Gross Margin,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0
EBITDA Margin,0.0,,0.0366366284397,,0.0437443397447,,0.049249884895,,0.0261539777142,,0.0172298586865,0.0507227190346,0.152496265381
EBIT Margin,0.0,,0.0403793837159,,0.0504247886838,,0.0568772580589,,0.0335201014273,,0.0176755895531,0.0503227622933,0.133771154174
Profit Margin,0.0,,0.0280008006728,,0.0346899527773,,0.0391329601172,,0.0242659716464,,0.0194609137243,0.039215338947,0.0952099084966
Free Cash Flow margin,0.0,,0.0543021213929,,0.0169854827928,,0.0597786563536,,0.0932611047698,,0.104056150886,0.0412971650619,0.0624274401941
EBITDA,0.0,,56373000.0,,64918000.0,,71989000.0,,35172000.0,,21531000.0,54406000.0,146591000.0
EBIT,0.0,59000000,62132000.0,57000000,74832000.0,65000000,83138000.0,71000000,45078000.0,47000000,22088000.0,53977000.0,128591000.0
Consolidated Income,0.0,45000000.0,43085000.0,43000000.0,51481000.0,51000000.0,57201000.0,57000000.0,32633000.0,33000000.0,24319000.0,42063000.0,91523000.0
Earnings Before Tax Margin,0.0,,0.0403793837159,,0.0504247886838,,0.0568772580589,,0.0335201014273,,0.0176755895531,0.0503227622933,0.133771154174
Net Profit Margin,0.0,,0.0280008006728,,0.0346899527773,,0.0391329601172,,0.0242659716464,,0.0194609137243,0.039215338947,0.0952099084966
