Date,2018-12-31,2018-09-30,2017-09-30,2016-09-30,2015-09-30
Revenue,14144000.0,727000.0,0.0,10114000.0,
Revenue Growth,18.455295735901,0.0,-1,0.0,
Cost of Revenue,0.0,0.0,0.0,0.0,
Gross Profit,13608000.0,0.0,0.0,11018000.0,10114000.0
R&D Expenses,0.0,0.0,0.0,0.0,
SG&A Expense,10677000.0,6585000.0,5516000.0,5675000.0,
Operating Expenses,12628000.0,6585000.0,5516000.0,9164000.0,7621000.0
Operating Income,980000.0,1654000.0,2071000.0,1854000.0,2493000.0
Interest Expense,0.0,1556000.0,0.0,0.0,0.0
Earnings before Tax,1654000.0,1654000.0,2071000.0,2493000.0,
Income Tax Expense,1205000.0,1205000.0,706000.0,879000.0,
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,
Net Income,449000.0,449000.0,1365000.0,1614000.0,
Preferred Dividends,0.0,0.0,0.0,0.0,
Net Income Com,449000.0,449000.0,1365000.0,1614000.0,
EPS,0.06,0.06,0.08,0.21,
EPS Diluted,0.06,0.06,0.08,0.21,
Weighted Average Shs Out,7538250.0,7537305.0,0.0,7538000.0,
Weighted Average Shs Out (Dil),7538250.0,7537305.0,0.0,,
Dividend per Share,0.0,0.0,0.0,0.0,
Gross Margin,1.0,0.0,0.0,1.0,
EBITDA Margin,0.181,3.52544704264,0.0,0.276,
EBIT Margin,0.1169,2.27510316369,0.0,0.2465,
Profit Margin,0.032,0.617606602476,0.0,0.16,
Free Cash Flow margin,0.0817,1.59009628611,0.0,0.2608,
EBITDA,2563000.0,2563000.0,2599000.0,2795000.0,
EBIT,0.0,1654000.0,2071000.0,1854000.0,2493000.0
Consolidated Income,449000.0,449000.0,1365000.0,1614000.0,
Earnings Before Tax Margin,0.1169,2.27510316369,0.0,0.2465,
Net Profit Margin,0.0317,0.617606602476,0.0,0.1596,
