Date,2018-03,2017-03,2016-03,2015-03,2014-03
Revenue,159000000.0,151000000.0,137000000.0,000000.0,000000.0
Revenue Growth,,,,,
Cost of Revenue,18000000.0,16000000.0,15000000.0,000000.0,000000.0
Gross Profit,141000000.0,136000000.0,122000000.0,000000.0,000000.0
R&D Expenses,,,,,
SG&A Expense,115000000.0,104000000.0,92000000.0,000000.0,000000.0
Operating Expenses,122000000.0,110000000.0,99000000.0,000000.0,000000.0
Operating Income,19000000.0,25000000.0,23000000.0,000000.0,000000.0
Interest Expense,2000000.0,1000000.0,1000000.0,000000.0,000000.0
Earnings before Tax,-0000000.0,22000000.0,21000000.0,000000.0,000000.0
Income Tax Expense,4000000.0,6000000.0,6000000.0,000000.0,000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-4000000.0,16000000.0,16000000.0,000000.0,000000.0
Preferred Dividends,,,,,
Net Income Com,-4000000.0,16000000.0,16000000.0,000000.0,000000.0
EPS,-0.02,0.08,0.08,,
EPS Diluted,-0.02,0.08,0.08,,
Weighted Average Shs Out,179000000.0,178000000.0,177000000.0,,
Weighted Average Shs Out (Dil),179000000.0,178000000.0,177000000.0,,
Dividend per Share,,,,,
Gross Margin,0.88679245283019,0.90066225165563,0.89051094890511,,
EBITDA Margin,0.031446540880503,0.17218543046358,0.18248175182482,,
EBIT Margin,0.012578616352201,0.1523178807947,0.16788321167883,,
Profit Margin,-0.025157232704403,0.10596026490066,0.11678832116788,,
Free Cash Flow margin,,,,,
EBITDA,5000000.0,26000000.0,25000000.0,000000.0,000000.0
EBIT,2000000,23000000,23000000,0,0
Consolidated Income,-4000000.0,16000000.0,16000000.0,000000.0,000000.0
Earnings Before Tax Margin,-0,0.14569536423841,0.15328467153285,,
Net Profit Margin,-0.025157232704403,0.10596026490066,0.11678832116788,,
