Date,2018-12-31,2017-12-31,2016-12-31
Revenue,46526436.7816,38042016.8067,29125263.1579
Revenue Growth,0.223,0.3062,
Cost of Revenue,22920689.6552,17933973.5894,13532631.5789
Gross Profit,23605747.1264,20108043.2173,15592631.5789
R&D Expenses,7241379.3103,7678271.3085,6194736.8421
SG&A Expense,29981609.1954,18481392.557,15002105.2632
Operating Expenses,35796551.7241,25456182.473,20789473.6842
Operating Income,-12190804.5977,-5348139.2557,-5196842.1053
Interest Expense,1235632.1839,1225690.2761,901052.6316
Earnings before Tax,-12966666.6667,-6406962.7851,-5925263.1579
Income Tax Expense,-356321.8391,16806.7227,-429473.6842
Net Income - Non-Controlling int,431034.4828,138055.2221,135789.4737
Net Income - Discontinued ops,0.0,0.0,0.0
Net Income,-12610344.8276,-6423769.5078,-5495789.4737
Preferred Dividends,0.0,0.0,0.0
Net Income Com,-12610344.8276,-6423769.5078,-5495789.4737
EPS,-45.977,-26.4106,-26.3158
EPS Diluted,-45.977,-26.4106,-26.3158
Weighted Average Shs Out,22829017.2414,,
Weighted Average Shs Out (Dil),22829017.2414,,
Dividend per Share,0.0,0.0,0.0
Gross Margin,0.5074,0.5286,0.5354
EBITDA Margin,-0.1425,-0.0408,-0.1021
EBIT Margin,-0.2521,-0.1362,-0.1725
Profit Margin,-0.3115,-0.2029,-0.1989
Free Cash Flow margin,-0.3283,-0.6259,-0.2295
EBITDA,-5782758.6207,-1295318.1273,-2829473.6842
EBIT,-11731034.4828,-5181272.509,-5024210.5263
Consolidated Income,-13032183.908,-6573829.5318,-5641052.6316
Earnings Before Tax Margin,-0.2787,-0.1684,-0.2034
Net Profit Margin,-0.271,-0.1689,-0.1887
