Date,2017-12,2016-12,2015-12,2014-12,2013-12
Revenue,39000000.0,51000000.0,30000000.0,31000000.0,27000000.0
Revenue Growth,,,,,
Cost of Revenue,30000000.0,34000000.0,17000000.0,18000000.0,15000000.0
Gross Profit,10000000.0,17000000.0,12000000.0,13000000.0,12000000.0
R&D Expenses,,,,,
SG&A Expense,15000000.0,13000000.0,11000000.0,11000000.0,10000000.0
Operating Expenses,15000000.0,13000000.0,11000000.0,11000000.0,10000000.0
Operating Income,-5000000.0,4000000.0,1000000.0,3000000.0,2000000.0
Interest Expense,,,,,
Earnings before Tax,-5000000.0,4000000.0,1000000.0,3000000.0,2000000.0
Income Tax Expense,-1000000.0,2000000.0,0000000.0,1000000.0,1000000.0
Net Income - Non-Controlling int,,,,,
Net Income - Discontinued ops,,,,,
Net Income,-4000000.0,3000000.0,1000000.0,2000000.0,1000000.0
Preferred Dividends,,,,,
Net Income Com,-4000000.0,3000000.0,1000000.0,2000000.0,1000000.0
EPS,-0.27,0.20,0.08,0.12,0.08
EPS Diluted,-0.27,0.19,0.08,0.12,0.08
Weighted Average Shs Out,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0
Weighted Average Shs Out (Dil),14000000.0,14000000.0,14000000.0,14000000.0,14000000.0
Dividend per Share,,,,,
Gross Margin,0.25641025641026,0.33333333333333,0.4,0.41935483870968,0.44444444444444
EBITDA Margin,-0.1025641025641,0.098039215686275,0.066666666666667,0.12903225806452,0.11111111111111
EBIT Margin,-0.12820512820513,0.098039215686275,0.033333333333333,0.096774193548387,0.074074074074074
Profit Margin,-0.1025641025641,0.058823529411765,0.033333333333333,0.064516129032258,0.037037037037037
Free Cash Flow margin,,,,,
EBITDA,-4000000.0,5000000.0,2000000.0,4000000.0,3000000.0
EBIT,-5000000,5000000,1000000,3000000,2000000
Consolidated Income,-4000000.0,3000000.0,1000000.0,2000000.0,1000000.0
Earnings Before Tax Margin,-0.12820512820513,0.07843137254902,0.033333333333333,0.096774193548387,0.074074074074074
Net Profit Margin,-0.1025641025641,0.058823529411765,0.033333333333333,0.064516129032258,0.037037037037037
