Date,2018-12-31,2017-12-31
Depreciation & Amortization,3783000.0,2543000.0
Stock-based compensation,2702000.0,828000.0
Operating Cash Flow,22368000.0,12024000.0
Capital Expenditure,-5301000.0,-3573000.0
Acquisitions and disposals,0.0,0.0
Investment purchases and sales,0.0,0.0
Investing Cash flow,-5301000.0,-3573000.0
Issuance (repayment) of debt,-10162000.0,-7692000.0
Issuance (buybacks) of shares,-1590000.0,0.0
Dividend payments,0.0,0.0
Financing Cash Flow,-11752000.0,-7692000.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,5315000.0,759000.0
Free Cash Flow,17067000.0,8451000.0
Net Cash/Marketcap,0.0,0.0
