Date,2014-12-31,2013-12-31,2012-12-31
Depreciation & Amortization,0.0,0.0,0.0
Stock-based compensation,0.0,0.0,0.0
Operating Cash Flow,-1011838.0,-36900.0,24316.0
Capital Expenditure,0.0,0.0,0.0
Acquisitions and disposals,-0.0,-0.0,-0.0
Investment purchases and sales,0.0,0.0,0.0
Investing Cash flow,0.0,-75001821.0,0.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0
Issuance (buybacks) of shares,-146669.0,0.0,25000.0
Dividend payments,-0.0,-0.0,-0.0
Financing Cash Flow,-16920.0,76115911.0,45958.0
Effect of forex changes on cash,0.0,0.0,0.0
Net cash flow / Change in cash,-1028758.0,1077190.0,70274.0
Free Cash Flow,-1011838.0,-36900.0,24316.0
Net Cash/Marketcap,0.0,0.0,0.0
