Date,2018-12-31,2017-12-31,2016-12-31,2016-09-30,2015-12-31,2015-09-30,2014-09-30,2013-09-30,2012-09-30,2011-09-30,2010-09-30,2009-09-30
Revenue,12740000.0,1000.0,11364000.0,0.0,,531000.0,546000.0,88000.0,0.0,0.0,0.0,0.0
Revenue Growth,12739,-0.99991200281591,0.0,0.0,0.0,-0.0274725274725275,5.20454545454545,0.0,0.0,0.0,0.0,0.0
Cost of Revenue,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,
Gross Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R&D Expenses,31732000.0,12991000.0,8077000.0,3682000.0,,14194000.0,14296000.0,12315000.0,13901000.0,13901000.0,26177000.0,32325000.0
SG&A Expense,18061000.0,15246000.0,15786000.0,10289000.0,,5598000.0,6843000.0,7072000.0,9321000.0,9321000.0,10980000.0,10994000.0
Operating Expenses,50630000.0,28237000.0,23863000.0,13971000.0,37157000.0,19792000.0,21139000.0,19387000.0,23222000.0,23222000.0,23222000.0,37157000.0
Operating Income,-37890000.0,-24577000.0,-12294000.0,-13703000.0,-37157000.0,-14105000.0,-19320000.0,-20729000.0,-10551000.0,-10551000.0,-23222000.0,-37157000.0
Interest Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,-46091000.0,-24202000.0,-16288000.0,-13703000.0,,-14105000.0,-19320000.0,-20729000.0,-10551000.0,-10551000.0,-38394000.0,-42933000.0
Income Tax Expense,20000.0,212000.0,62000.0,52000.0,,26000.0,15000.0,18000.0,41000.0,41000.0,-104000.0,337000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-46111000.0,-24414000.0,-16350000.0,-13755000.0,,-14131000.0,-19335000.0,-20747000.0,-10592000.0,-10592000.0,-38290000.0,
Preferred Dividends,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-46111000.0,-24414000.0,-16350000.0,-13755000.0,,-14131000.0,-19335000.0,-20747000.0,-10592000.0,-10592000.0,-38290000.0,-43270000.0
EPS,-3.94,-3.12,-13.19,-6.45,,-0.66,-1.24,-1.91,0.43,-0.34,-190.2,-218.4
EPS Diluted,-3.94,-3.12,-13.19,-6.45,,-0.66,-1.24,-1.91,-1.36,-0.34,-190.2,-218.4
Weighted Average Shs Out,11702785.0,7819302.0,1239694.0,2133709.0,,21404258.0,15650538.0,10882688.0,9657795.0,31154962.0,199950.0,198334.0
Weighted Average Shs Out (Dil),11702785.0,7819302.0,1239694.0,2133709.0,,21404258.0,15650538.0,10882688.0,7788741.0,31154962.0,201349.0,197888.0
Dividend per Share,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA Margin,-2.97056514914,-24379.0,-0.986888419571,0.0,,-25.4274952919,-34.2106227106,-227.318181818,0.0,0.0,,
EBIT Margin,-2.97409733124,-24577.0,-1.0818373812,0.0,,-26.5630885122,-35.3846153846,-235.556818182,0.0,0.0,0.0,0.0
Profit Margin,-3.6193877551,-24414.0,-1.43875395987,0.0,,-26.6120527307,-35.4120879121,-235.761363636,0.0,0.0,,
Free Cash Flow margin,-2.10855572998,-27756.0,-0.7732312566,0.0,,-35.352165725,-34.1996336996,-190.409090909,0.0,0.0,0.0,0.0
EBITDA,-37845000.0,-24379000.0,-11215000.0,-13622000.0,,-13502000.0,-18679000.0,-20004000.0,-9613000.0,-9613000.0,-37403000.0,
EBIT,-37890000.0,-24577000.0,-12294000.0,-13703000.0,-38394000.0,-14105000.0,-19320000.0,-20729000.0,-10551000.0,-10551000.0,-10551000.0,-38394000.0
Consolidated Income,-46111000.0,-24414000.0,-16350000.0,-13755000.0,,-14131000.0,-19335000.0,-20747000.0,-10592000.0,-10592000.0,-38290000.0,
Earnings Before Tax Margin,-3.61781789639,-24202.0,-1.43329813446,0.0,,-26.5630885122,-35.3846153846,-235.556818182,0.0,0.0,0.0,0.0
Net Profit Margin,-3.6193877551,-24414.0,-1.43875395987,0.0,,-26.6120527307,-35.4120879121,-235.761363636,0.0,0.0,0.0,
