Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2012-03-31
Revenue,694812000.0,574540000.0,500812000.0,0.0,211128000.0,98002000.0,0.0,613490.0
Revenue Growth,0.209336164583841,0.147216919722371,0.0,-1,1.15432338115549,0.0,-1,0.0
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R&D Expenses,155255000.0,142264000.0,115357000.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,497158000.0,421548000.0,423842000.0,0.0,204346000.0,73477000.0,0.0,0.0
Operating Expenses,822922000.0,727953000.0,651009000.0,0.0,242632000.0,90694000.0,0.0,0.0
Operating Income,-128110000.0,-153413000.0,-150200000.0,0.0,-31504000.0,7308000.0,0.0,0.0
Interest Expense,385605000.0,571424000.0,688368000.0,0.0,356615000.0,187447000.0,0.0,0.0
Earnings before Tax,-128110000.0,-153413000.0,-150200000.0,0.0,-31504000.0,0.0,0.0,0.0
Income Tax Expense,43000.0,632000.0,-4228000.0,0.0,1390000.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-128308000.0,-153835000.0,-145969000.0,0.0,-32894000.0,7308000.0,0.0,0.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-128308000.0,-153835000.0,-145969000.0,0.0,-32894000.0,7308000.0,0.0,0.0
EPS,-0.3,-0.38,-0.38,0.0,-0.44,0.01,0.0,0.0
EPS Diluted,-0.3,-0.38,-0.38,0.0,-0.44,0.01,0.0,0.0
Weighted Average Shs Out,422917308.0,408995947.0,387762072.0,0.0,75573742.0,12889284.0,0.0,0.0
Weighted Average Shs Out (Dil),422917308.0,408995947.0,387762072.0,0.0,75573742.0,20356744.0,0.0,0.0
Dividend per Share,0.000751920042014,0.000176040864288,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA Margin,-0.10556236795,-0.186592752463,-0.240245840755,0.0,-0.100630896897,0.0915389481847,0.0,0.0
EBIT Margin,-0.184380810924,-0.267018832457,-0.299912941383,0.0,-0.149217536281,0.0745699067366,0.0,0.0
Profit Margin,-0.184665780096,-0.267753333101,-0.29146466139,0.0,-0.155801220113,0.0745699067366,0.0,0.0
Free Cash Flow margin,-0.995846358439,-1.105978696,-0.102427657484,0.0,0.139005721648,-0.0948552070366,0.0,0.0
EBITDA,-73346000.0,-107205000.0,-120318000.0,0.0,-21246000.0,8971000.0,0.0,0.0
EBIT,-128110000.0,-153413000.0,-150200000.0,0.0,-31504000.0,7308000.0,0.0,0.0
Consolidated Income,-128308000.0,-153835000.0,-145969000.0,0.0,-32894000.0,7308000.0,0.0,0.0
Earnings Before Tax Margin,-0.184380810924,-0.267018832457,-0.299912941383,0.0,-0.149217536281,0.0,0.0,0.0
Net Profit Margin,-0.184665780096,-0.267753333101,-0.29146466139,0.0,-0.155801220113,0.0745699067366,0.0,0.0
