Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31
Depreciation & Amortization,0.0,71633000.0,97228000.0,111646000.0,124768000.0,126870000.0,153433000.0,0.0
Stock-based compensation,0.0,1614000.0,2948000.0,21033000.0,17638000.0,10804000.0,11893000.0,0.0
Operating Cash Flow,0.0,86596000.0,35745000.0,82432000.0,136796000.0,121141000.0,179490000.0,0.0
Capital Expenditure,0.0,31932000.0,23037000.0,19236000.0,19006000.0,11081000.0,6607000.0,0.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-8500000.0,-322838000.0,-9998000.0,-0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,30038000.0,-26816000.0,83854000.0,-7961000.0,-15572000.0,-92625000.0,98143000.0,0.0
Issuance (repayment) of debt,-0.0,-81652000.0,-20000000.0,-50000000.0,-156125000.0,-2111688000.0,-174313000.0,-0.0
Issuance (buybacks) of shares,-27584000.0,-102891000.0,-131259000.0,-31657000.0,-7271000.0,-32792000.0,-88050000.0,0.0
Dividend payments,-0.0,-0.0,-0.0,-0.0,-0.0,-9395000.0,-15017000.0,-0.0
Financing Cash Flow,0.0,-88148000.0,-19997000.0,-50085000.0,-146745000.0,-83774000.0,-220175000.0,0.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,30038000.0,-28368000.0,99602000.0,24386000.0,-25521000.0,-55258000.0,57458000.0,0.0
Free Cash Flow,0.0,54664000.0,12708000.0,63196000.0,117790000.0,110060000.0,172883000.0,0.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
