Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,180725036.1795,84561517.5333,3326565.8747,685529.2576
Short-term investments,148851519.5369,53366082.2249,20878329.7336,6784365.1222
Cash and short-term investments,329576555.7164,137927599.7582,24204895.6083,7469894.3798
Receivables,0.0,37801692.8658,2298344.1325,2480456.4027
Inventories,0.0,0.0,0.0,0.0
Total current assets,373797250.3618,191458736.3966,31668394.5284,14223884.049
Property Plant & Equipment Net,80971201.1577,79396614.2684,2368322.5342,565569.347
Goodwill and Intangible Assets,198118.6686,234582.8295,150179.9856,0.0
Long-term investments,4342836.4689,498790.8102,0.0,0.0
Tax assets,0.0,0.0,0.0,
Total non-current assets,167322575.9768,106252720.6771,3607487.401,
Total assets,541119826.3386,297711457.0738,35275881.9294,15434122.2728
Payables,8905933.4298,36334643.289,0.0,0.0
Short-term debt,4703328.5094,0.0,0.0,0.0
Total current liabilities,334936179.4501,272406892.3821,84537652.9878,47159818.0557
Long-term debt,32651953.6903,0.0,0.0,0.0
Total debt,37355282.1997,0.0,0.0,
Deferred revenue,475546309.6961,318988512.6965,104761555.0756,
Tax Liabilities,0.0,0.0,0.0,
Deposit Liabilities,0.0,0.0,0.0,
Total non-current liabilities,255240520.9841,118572249.0931,30501367.8906,
Total liabilities,590176700.4342,390979141.4752,115039020.8783,72753372.9088
Other comprehensive income,17196382.055,-1323911.7291,0.0,
Retained earnings (deficit),-412412445.7308,-290620918.9843,-132450251.9798,-57459872.0222
Total shareholders equity,-49076555.7164,-248160822.2491,-127999280.0576,-57319250.636
Investments,153194356.0058,53864873.0351,20878329.7336,-3196361.1133
Net Debt,-292918156.0851,,,
Other Assets,45905444.2836,,,
Other Liabilities,321326917.5109,236072249.0931,84537652.9878,47159818.0557
