Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,42000.0,77000.0,99000.0,122000.0,0.0
Stock-based compensation,157000.0,64000.0,104000.0,116000.0,0.0
Operating Cash Flow,-4253000.0,-4659000.0,-9255000.0,-6969000.0,-7780000.0
Capital Expenditure,-4000.0,-2000.0,-32000.0,-84000.0,-68000.0
Acquisitions and disposals,0.0,0.0,0.0,0.0,0.0
Investment purchases and sales,3498000.0,-3500000.0,0.0,2078000.0,2290000.0
Investing Cash flow,3487000.0,-3509000.0,-38000.0,-96000.0,2179000.0
Issuance (repayment) of debt,0.0,0.0,0.0,0.0,0.0
Issuance (buybacks) of shares,8634000.0,7919000.0,1902000.0,6758000.0,9299000.0
Dividend payments,0.0,0.0,0.0,0.0,0.0
Financing Cash Flow,8634000.0,7919000.0,1902000.0,6758000.0,9299000.0
Effect of forex changes on cash,-102000.0,98000.0,90000.0,-186000.0,203000.0
Net cash flow / Change in cash,7899000.0,-271000.0,-7401000.0,-319000.0,3721000.0
Free Cash Flow,-4257000.0,-4661000.0,-9287000.0,-7053000.0,-7848000.0
Net Cash/Marketcap,,,,,
