Date,2018-12-31,2017-12-31
Revenue,150079310.3448,112888355.3421
Revenue Growth,0.329448993122413,
Cost of Revenue,97527586.2069,79021608.6435
Gross Profit,52551724.1379,33866746.6987
R&D Expenses,25783908.046,24713085.2341
SG&A Expense,163737931.0345,152432172.8691
Operating Expenses,247649425.2874,219541416.5666
Operating Income,-195097701.1494,-185674669.8679
Interest Expense,1550574.7126,1821128.4514
Earnings before Tax,-194464367.8161,-180219687.8752
Income Tax Expense,1019540.2299,13752701.0804
Net Income - Non-Controlling int,786206.8966,7791116.4466
Net Income - Discontinued ops,0.0,0.0
Net Income,-195483908.046,-193972388.9556
Preferred Dividends,0.0,0.0
Net Income Com,-195483908.046,-193972388.9556
EPS,-2.62,-2.41
EPS Diluted,-2.62,-2.41
Weighted Average Shs Out,175510611.4943,183306400.9604
Weighted Average Shs Out (Dil),175510611.4943,183306400.9604
Dividend per Share,0.0,0.0
Gross Margin,0.3502,0.3
EBITDA Margin,-1.4586,-1.8764
EBIT Margin,-1.2854,-1.5803
Profit Margin,-1.4977,-2.0624
Free Cash Flow margin,-1.0914,-1.2666
EBITDA,-190424137.931,-176433373.3493
EBIT,-192913793.1034,-178398559.4238
Consolidated Income,-195840229.8851,-198509003.6014
Earnings Before Tax Margin,-1.2957,-1.5964
Net Profit Margin,-1.3025,-1.7183
