Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Cash and cash equivalents,42205000.0,35946000.0,16437000.0,11519000.0
Short-term investments,0.0,51851000.0,23824000.0,3641000.0
Cash and short-term investments,42205000.0,87797000.0,40261000.0,15160000.0
Receivables,358000.0,2330000.0,4307000.0,2265000.0
Inventories,0.0,0.0,0.0,0.0
Total current assets,204369000.0,92335000.0,46484000.0,17679000.0
Property Plant & Equipment Net,6484000.0,7178000.0,6721000.0,781000.0
Goodwill and Intangible Assets,30412000.0,12764000.0,12715000.0,144000.0
Long-term investments,1135000.0,0.0,0.0,4185000.0
Tax assets,84000.0,67000.0,5100000.0,0.0
Total non-current assets,39994000.0,39620000.0,47511000.0,5470000.0
Total assets,244363000.0,131955000.0,93995000.0,23149000.0
Payables,13403000.0,9053000.0,9477000.0,4791000.0
Short-term debt,450000.0,0.0,0.0,0.0
Total current liabilities,29986000.0,14661000.0,16556000.0,4851000.0
Long-term debt,42000.0,0.0,4417000.0,0.0
Total debt,492000.0,0.0,4417000.0,0.0
Deferred revenue,3530000.0,0.0,0.0,0.0
Tax Liabilities,299000.0,0.0,0.0,0.0
Deposit Liabilities,0.0,0.0,0.0,0.0
Total non-current liabilities,33067000.0,866000.0,9577000.0,59000.0
Total liabilities,63873000.0,15527000.0,26133000.0,4910000.0
Other comprehensive income,12347000,-6659000.0,-6659000.0,-6659000.0
Retained earnings (deficit),-145272000.0,-108716000.0,-97790000.0,-63922000.0
Total shareholders equity,180490000.0,116428000.0,9002000.0,18239000.0
Investments,1135000.0,51851000.0,23824000.0,7826000.0
Net Debt,-41713000.0,-87797000.0,-35844000.0,-15160000.0
Other Assets,0.0,2208000.0,1916000.0,254000.0
Other Liabilities,820000.0,5608000.0,7079000.0,60000.0
