Date,2018-12-31,2017-12-31,2016-12-31
Cash and cash equivalents,24182000.0,51046000.0,9747000.0
Short-term investments,83250000.0,0.0,0.0
Cash and short-term investments,107432000.0,51046000.0,9747000.0
Receivables,0.0,0.0,377000.0
Inventories,0.0,0.0,0.0
Total current assets,109805000.0,52326000.0,10487000.0
Property Plant & Equipment Net,4595000.0,1540000.0,862000.0
Goodwill and Intangible Assets,0.0,0.0,0.0
Long-term investments,0.0,0.0,13000.0
Tax assets,628000.0,0.0,
Total non-current assets,4877000.0,1896000.0,
Total assets,114682000.0,54222000.0,11424000.0
Payables,193000.0,547000.0,466000.0
Short-term debt,112000.0,0.0,0.0
Total current liabilities,3337000.0,1484000.0,651000.0
Long-term debt,2548000.0,0.0,0.0
Total debt,2660000.0,0.0,
Deferred revenue,0.0,0.0,
Tax Liabilities,0.0,0.0,
Deposit Liabilities,0.0,0.0,
Total non-current liabilities,5096000.0,494000.0,
Total liabilities,5885000.0,1978000.0,676000.0
Other comprehensive income,158176000,-111000.0,
Retained earnings (deficit),-49195000.0,-26028000.0,-17511000.0
Total shareholders equity,108797000.0,-25687000.0,-17621000.0
Investments,83250000.0,0.0,-82794000.0
Net Debt,-21522000.0,-51046000.0,
Other Assets,0.0,1280000.0,
Other Liabilities,0.0,937000.0,185000.0
