Date,2019-06-30,2018-06-30,2017-06-30,2016-06-30,2015-06-30
Revenue,364468354.4304,290150666.6667,209971014.4928,153909333.3333,132183000.0
Revenue Growth,0.25613481649887,0.381860574268214,0.364251341652524,0.164365563902317,
Cost of Revenue,239370886.0759,193924000.0,143293807.6416,100061333.3333,83910000.0
Gross Profit,125097468.3544,96226666.6667,66677206.8511,53848000.0,48274000.0
R&D Expenses,0.0,0.0,0.0,0.0,
SG&A Expense,83363291.1392,62316000.0,36299077.7339,27270666.6667,21577000.0
Operating Expenses,83363291.1392,62316000.0,36299077.7339,27270666.6667,
Operating Income,41734177.2152,33910666.6667,30378129.1173,26577333.3333,26697000.0
Interest Expense,7973417.7215,1090666.6667,1811594.2029,-1197333.3333,
Earnings before Tax,38101265.8228,32866666.6667,28590250.3294,27774666.6667,23898000.0
Income Tax Expense,7712658.2278,7566666.6667,6413702.2398,5500000.0,-2607000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,
Net Income,30388607.5949,25300000.0,22176548.0896,22274666.6667,
Preferred Dividends,0.0,0.0,0.0,0.0,
Net Income Com,30388607.5949,25300000.0,22176548.0896,22274666.6667,21291000.0
EPS,0.6076,0.56,0.4875,0.4933,0.4
EPS Diluted,0.557,0.5067,0.448,0.4533,0.4
Weighted Average Shs Out,112729544.3038,70258860.0,69425750.9881,10304000.0,10304000.0
Weighted Average Shs Out (Dil),63439213.9241,60133553.3333,59629446.6403,60518946.6667,
Dividend per Share,0.0,0.0,0.0,0.0,
Gross Margin,0.3432,0.3316,0.3176,0.3499,0.3652
EBITDA Margin,0.1595,0.156,0.191,0.2307,
EBIT Margin,0.1264,0.117,0.1448,0.1727,
Profit Margin,0.1051,0.116,0.1397,0.1933,
Free Cash Flow margin,0.1228,0.1562,0.0925,0.0944,
EBITDA,46074683.5443,33957333.3333,30401844.5323,26577333.3333,
EBIT,46074683.5443,33957333.3333,30401844.5323,26577333.3333,
Consolidated Income,30388607.5949,25300000.0,22176548.0896,22274666.6667,
Earnings Before Tax Margin,0.1045,0.1133,0.1362,0.1805,0.1808
Net Profit Margin,0.0834,0.0872,0.1056,0.1447,
