Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-08-31,2010-08-31
Revenue,0.0,0.0,0.0,0.0,0.0,0.0,54968.0,0.0,0.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,0.0,54968.0,0.0,0.0
R&D Expenses,10906871.0,8026206.0,7904988.0,6101718.0,4044023.0,2503765.0,2773142.0,0.0,0.0
SG&A Expense,6990828.0,6669868.0,4525225.0,2297742.0,1374461.0,1100425.0,1114410.0,13023.0,10947.0
Operating Expenses,17897699.0,14696074.0,12430213.0,10005719.0,5952200.0,4575912.0,4138018.0,13023.0,10947.0
Operating Income,-17897699.0,-14696074.0,-12430213.0,-10005719.0,-5952200.0,-4575912.0,-4083050.0,-13023.0,-10947.0
Interest Expense,110924.0,73133.0,20378.0,0.0,0.0,0.0,0.0,0.0,0.0
Earnings before Tax,-18008623.0,-14769207.0,-11905278.0,-9525638.0,-8213529.0,-3710289.0,-4083050.0,-13023.0,-10947.0
Income Tax Expense,0.0,0.0,0.0,4604.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-18008623.0,-14769207.0,-11905278.0,-9530242.0,-8213529.0,-3710289.0,-4083050.0,-13023.0,-10947.0
Preferred Dividends,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-18008623.0,-14769207.0,-11905278.0,-9530242.0,-8213529.0,-3710289.0,-4083050.0,-13023.0,-10947.0
EPS,-0.57,-0.56,-0.52,-0.54,-0.61,-0.34,-0.44,-0.01,-0.01
EPS Diluted,-0.57,-0.56,-0.52,-0.54,-0.61,-0.34,-0.44,-0.01,-0.01
Weighted Average Shs Out,35335378.0,26518700.0,26093123.0,18472215.0,14450717.0,11194302.0,10124562.0,8120652.0,
Weighted Average Shs Out (Dil),31389220.0,26389580.0,23049089.0,17731809.0,13435253.0,10832369.0,9359934.0,2285000.0,2285000.0
Dividend per Share,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
EBITDA Margin,-71.811,,,,,,,,
EBIT Margin,0.0,0.0,0.0,0.0,0.0,0.0,-74.2805,0.0,0.0
Profit Margin,-74.28,,,,,,,,
Free Cash Flow margin,0.0,0.0,0.0,0.0,0.0,0.0,-43.7576,0.0,0.0
EBITDA,-17261319.0,-14167908.0,-11575494.0,-9289298.0,-8071398.0,-3563893.0,-3947307.0,-13023.0,-10947.0
EBIT,-17897699.0,-14696074.0,-11884900.0,-9525638.0,-8213529.0,-3710289.0,-4083050.0,-13023.0,-10947.0
Consolidated Income,-18008623.0,-14769207.0,-11905278.0,-9530242.0,-8213529.0,-3710289.0,-4083050.0,-13023.0,-10947.0
Earnings Before Tax Margin,0.0,0.0,0.0,0.0,0.0,0.0,-74.2805,0.0,0.0
Net Profit Margin,0.0,0.0,0.0,0.0,0.0,0.0,-74.2805,0.0,0.0
