Date,2018-02-03,2018-01,2017-01-28,2017-01,2016-01-30,2016-01,2015-01-31,2015-01,2014-02-01,2014-01,2013-02-02,2012-01-28
Revenue,65905000.0,66000000.0,220544000.0,221000000.0,227250000.0,227000000.0,188313000.0,188000000.0,199193000.0,199000000.0,216613000.0,182617000.0
Revenue Growth,-0.00143939393939394,-0.700739988392339,-0.00206334841628959,-0.0275027502750275,0.00110132158590308,0.205439879349806,0.00166489361702128,-0.0561917336452586,0.000969849246231156,-0.0813109093175386,0.186160105576151,0.0
Cost of Revenue,41446000.0,41000000.0,114565000.0,115000000.0,114090000.0,114000000.0,92967000.0,93000000.0,91052000.0,91000000.0,125588000.0,105241000.0
Gross Profit,24459000.0,24000000.0,105979000.0,106000000.0,113160000.0,113000000.0,95346000.0,95000000.0,108141000.0,108000000.0,91025000.0,77376000.0
R&D Expenses,52656000.0,53000000.0,73993000.0,74000000.0,68784000.0,69000000.0,67482000.0,67000000.0,73162000.0,73000000.0,103478000.0,86517000.0
SG&A Expense,29473000.0,29000000.0,42160000.0,42000000.0,43739000.0,44000000.0,41931000.0,42000000.0,41277000.0,41000000.0,62449000.0,55296000.0
Operating Expenses,141807000.0,82000000.0,117301000.0,116000000.0,114315000.0,113000000.0,109413000.0,109000000.0,117713000.0,114000000.0,174371000.0,253091000.0
Operating Income,-117348000.0,-58000000.0,-11322000.0,-10000000.0,-1155000.0,1000000.0,-17877000.0,-14000000.0,-9572000.0,-6000000.0,-83346000.0,-175715000.0
Interest Expense,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Earnings before Tax,-119818000.0,-120000000.0,-11668000.0,-12000000.0,7349000.0,7000000.0,-16708000.0,-17000000.0,-8099000.0,-8000000.0,-81021000.0,-173011000.0
Income Tax Expense,-714000.0,-1000000.0,6647000.0,7000000.0,7191000.0,7000000.0,4993000.0,5000000.0,2950000.0,3000000.0,20747000.0,-4966000.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income,-120041000.0,-120000000.0,-18315000.0,-18000000.0,158000.0,0000000.0,-21701000.0,-22000000.0,-11049000.0,-11000000.0,-101768000.0,-168045000.0
Preferred Dividends,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Net Income Com,-120041000.0,-120000000.0,-18315000.0,-18000000.0,158000.0,0000000.0,-21701000.0,-22000000.0,-11049000.0,-11000000.0,-101768000.0,-168045000.0
EPS,-3.12,-3.12,-0.49,-0.49,0.0,0.00,-0.63,-0.63,-0.32,-0.32,-3.06,-5.25
EPS Diluted,-3.12,-3.12,-0.49,-0.49,0.0,0.00,-0.63,-0.63,-0.32,-0.32,-3.06,-5.25
Weighted Average Shs Out,38527000.0,39000000.0,37429000.0,37000000.0,35890000.0,36000000.0,34693000.0,35000000.0,34206000.0,34000000.0,33205000.0,32036.0
Weighted Average Shs Out (Dil),38527000.0,39000000.0,37429000.0,37000000.0,36669000.0,37000000.0,34693000.0,35000000.0,34206000.0,34000000.0,33205000.0,32036.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
Gross Margin,0.371125104317,0.36363636363636,0.480534496518,0.47963800904977,0.49795379538,0.49779735682819,0.506316611174,0.50531914893617,0.54289558368,0.5427135678392,0.420219469746,0.423706445731
EBITDA Margin,-1.5727031333,-0.66666666666667,0.0426989625653,0.049773755656109,0.091603960396,0.10132158590308,0.0203437893295,0.042553191489362,0.0531243567796,0.07035175879397,-0.274572624912,-0.803665595207
EBIT Margin,-1.78056293149,-1.8333333333333,-0.0513366947185,-0.049773755656109,-0.00508250825083,0.030837004405286,-0.0949323732297,-0.090425531914894,-0.0480538974763,-0.040201005025126,-0.384769150513,-0.962205052104
Profit Margin,-1.82142477809,-1.8181818181818,-0.0830446532211,-0.081447963800905,0.000695269526953,0,-0.115238990404,-0.11702127659574,-0.0554688166753,-0.055276381909548,-0.469814831058,-0.920204581173
Free Cash Flow margin,-0.495834913891,,0.00457958502612,,-0.0267546754675,,0.0369278807092,,0.0223150411912,,-0.148993827702,-0.144482715191
EBITDA,-103649000.0,-44000000.0,9417000.0,11000000.0,20817000.0,23000000.0,3831000.0,8000000.0,10582000.0,14000000.0,-59476000.0,-146763000.0
EBIT,-117348000.0,-121000000,-11322000.0,-11000000,-1155000.0,7000000,-17877000.0,-17000000,-9572000.0,-8000000,-83346000.0,-175715000.0
Consolidated Income,-120041000.0,-120000000.0,-18315000.0,-18000000.0,158000.0,0000000.0,-21701000.0,-22000000.0,-11049000.0,-11000000.0,-101768000.0,-168045000.0
Earnings Before Tax Margin,-1.81804111979,-1.8181818181818,-0.0529055426582,-0.054298642533937,0.0323388338834,0.030837004405286,-0.0887246233664,-0.090425531914894,-0.0406590593043,-0.040201005025126,-0.374035722694,-0.947398106419
Net Profit Margin,-1.82142477809,-1.8181818181818,-0.0830446532211,-0.081447963800905,0.000695269526953,0,-0.115238990404,-0.11702127659574,-0.0554688166753,-0.055276381909548,-0.469814831058,-0.920204581173
