Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2014-08-31,2013-08-31,2012-08-31
Revenue,53192000.0,30344000.0,8210330.0,2061667.0,0.0,380405.0,0.0,0.0
Revenue Growth,0.752965989981545,2.69583195803336,2.9823744571747,0.0,-1,0.0,0.0,0.0
Cost of Revenue,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R&D Expenses,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,5537000.0,5489000.0,4291422.0,505141.0,0.0,454866.0,45338.0,50108.0
Operating Expenses,46306000.0,30431000.0,14563780.0,3670914.0,0.0,1032611.0,45338.0,50108.0
Operating Income,14561000.0,-87000.0,-6353450.0,-1609247.0,0.0,0.0,-45338.0,-50108.0
Interest Expense,14975000.0,7435000.0,4138608.0,1519102.0,0.0,298664.0,0.0,0.0
Earnings before Tax,0.0,0.0,0.0,0.0,0.0,-652206.0,0.0,-50108.0
Income Tax Expense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,14561000.0,-87000.0,-6353450.0,-1609247.0,0.0,-652206.0,-45338.0,-50108.0
Preferred Dividends,5822000.0,1714000.0,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,14561000.0,-87000.0,-6353450.0,-1609247.0,0.0,-652206.0,-45338.0,-50108.0
EPS,0.35,-0.09,-0.68,-6.44,0.0,-13.49,0.01,-0.01
EPS Diluted,0.35,-0.09,-0.68,-6.44,0.0,-13.49,0.01,-0.01
Weighted Average Shs Out,21971000.0,19617000.0,9302244.0,250000.0,0.0,48356.0,7828767.0,5500000.0
Weighted Average Shs Out (Dil),21971000.0,19617000.0,9302244.0,250000.0,0.0,48356.0,7828767.0,5500000.0
Dividend per Share,0.264940148377,0.0379772646174,0.416941224075,1.0224,0.0,0.0,0.0,0.0
Gross Margin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBITDA Margin,0.642164235223,0.371308990245,-0.441762267777,-0.399211414841,0.0,0.408837949028,0.0,0.0
EBIT Margin,0.273744172056,-0.00286712364883,-0.773836130825,-0.780556219797,0.0,0.0,0.0,0.0
Profit Margin,0.273744172056,-0.00286712364883,-0.773836130825,-0.780556219797,0.0,-1.71450427833,0.0,0.0
Free Cash Flow margin,0.466874718003,0.38238201951,-0.331675584294,-15.5084026664,0.0,-0.384484956822,0.0,0.0
EBITDA,34158000.0,11267000.0,-3627014.0,-823041.0,0.0,155524.0,-45338.0,-50108.0
EBIT,14561000.0,-87000.0,-6353450.0,-1609247.0,0.0,0.0,-45338.0,-50108.0
Consolidated Income,14561000.0,-87000.0,-6353450.0,-1609247.0,0.0,-652206.0,-45338.0,-50108.0
Earnings Before Tax Margin,0.0,0.0,0.0,0.0,0.0,-1.71450427833,0.0,0.0
Net Profit Margin,0.273744172056,-0.00286712364883,-0.773836130825,-0.780556219797,0.0,-1.71450427833,0.0,0.0
