Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2015-11-30,2014-12-31,2014-11-30,2013-11-30,2012-11-30,2011-11-30,2010-11-30,2009-11-30
Revenue,596602000.0,164053000.0,149267000.0,,80199000.0,,188755000.0,140183000.0,118642000.0,95420000.0,98176000.0,80116000.0
Revenue Growth,2.63664181697378,0.0990573937976914,0.0,0.0,0.0,0.0,0.346489945285805,0.181563021526947,0.243366170614127,-0.0280720338983051,0.225423136452144,0.1582
Cost of Revenue,435867000.0,92303000.0,69775000.0,,47920000.0,,104109000.0,77844000.0,62472000.0,52056000.0,51963000.0,40331000.0
Gross Profit,160735000.0,71750000.0,79492000.0,46213000.0,32279000.0,39785000.0,84646000.0,62339000.0,56170000.0,43364000.0,56170000.0,43364000.0
R&D Expenses,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
SG&A Expense,145136000.0,64370000.0,81456000.0,,48228000.0,,76393000.0,54126000.0,43997000.0,41617000.0,39349000.0,30726000.0
Operating Expenses,252294000.0,70674000.0,89645000.0,40192000.0,65568000.0,31262000.0,105433000.0,65399000.0,45453000.0,43929000.0,45453000.0,43929000.0
Operating Income,-91559000.0,1076000.0,-10153000.0,6021000.0,-33289000.0,8523000.0,-20787000.0,-3060000.0,10717000.0,-565000.0,10717000.0,-565000.0
Interest Expense,38327000.0,8844000.0,7531000.0,464000.0,6621000.0,388000.0,13827000.0,2562000.0,376000.0,484000.0,376000.0,484000.0
Earnings before Tax,-129693000.0,-7789000.0,-17726000.0,,-39910000.0,,-32346000.0,-5831000.0,10341000.0,-1049000.0,5557000.0,8135000.0
Income Tax Expense,-5927000.0,-5331000.0,-1200000.0,,-2554000.0,,-4630000.0,1483000.0,4776000.0,316000.0,2956000.0,-16385000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-123766000.0,-2458000.0,-17812000.0,,-32328000.0,,-27716000.0,-7314000.0,5565000.0,-1365000.0,2601000.0,24520000.0
Preferred Dividends,6144000.0,5480000.0,4694000.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Net Income Com,-123766000.0,-2458000.0,-17812000.0,,-32328000.0,,-27716000.0,-7314000.0,5565000.0,-1365000.0,2601000.0,24520000.0
EPS,-6.02,-0.6,-1.43,,-0.47,,-0.41,-0.11,0.08,-0.02,1.2,12.3
EPS Diluted,-6.02,-0.6,-1.43,,-0.47,,-0.41,-0.11,0.08,-0.02,1.2,12.0
Weighted Average Shs Out,21569000.0,13313000.0,12428000.0,,69444000.0,,68226000.0,67163000.0,65496000.0,64001000.0,2125410.0,2015173.0
Weighted Average Shs Out (Dil),21569000.0,13313000.0,12428000.0,,69444000.0,,68266000.0,67163000.0,66849000.0,64001000.0,2078731.0,2001765.0
Dividend per Share,0.0,0.0,0.109913099453,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.269417467591,0.437358658482,0.532549056389,,0.402486315291,,0.448443749834,0.444697288544,0.473441108545,0.454453992874,0.4707,0.4966
EBITDA Margin,-0.0733252654198,0.0503739645115,-0.00794549364561,,-0.321849399618,,-0.0734709014331,-0.00108429695469,0.10260278822,0.00631942988891,0.07,0.113
EBIT Margin,-0.153467470776,0.00655885597947,-0.0680190531062,,-0.415079988529,,-0.110126884056,-0.0218286097458,0.0903305743329,-0.0059211905261,0.0613,0.1064
Profit Margin,-0.207451533853,-0.014982962823,-0.119329791582,,-0.403097295477,,-0.146835845408,-0.0521746574121,0.0469058175014,-0.0143051771117,0.026,0.306
Free Cash Flow margin,-0.668909926551,-0.0174090080645,-0.124716112738,,0.10568710333,,-0.0587957934889,0.0417097650928,0.0253114411423,0.0896143366171,-0.0769,0.1214
EBITDA,-43746000.0,8264000.0,-1186000.0,,-25812000.0,,-13868000.0,-152000.0,12173000.0,603000.0,6864000.0,9059000.0
EBIT,-91559000.0,1076000.0,-10153000.0,6021000.0,-33289000.0,8523000.0,-20787000.0,-3060000.0,10717000.0,-565000.0,10717000.0,-565000.0
Consolidated Income,-123766000.0,-2458000.0,-17812000.0,,-32328000.0,,-27716000.0,-7314000.0,5565000.0,-1365000.0,2601000.0,24520000.0
Earnings Before Tax Margin,-0.217386130117,-0.0474785587585,-0.118753642801,,-0.497637127645,,-0.171364996954,-0.0415956285712,0.0871613762411,-0.0109935024104,0.0566,0.1015
Net Profit Margin,-0.207451533853,-0.014982962823,-0.119329791582,,-0.403097295477,,-0.146835845408,-0.0521746574121,0.0469058175014,-0.0143051771117,0.0265,0.3061
