Date,2018-01,2017-01,2016-01,2015-01,2014-01
Cash and cash equivalents,32000000.0,48000000.0,51000000.0,000000.0,000000.0
Short-term investments,000000.0,000000.0,63000000.0,000000.0,000000.0
Cash and short-term investments,000000.0,000000.0,63000000.0,000000.0,000000.0
Receivables,18000000.0,31000000.0,21000000.0,000000.0,000000.0
Inventories,7000000.0,7000000.0,4000000.0,000000.0,000000.0
Total current assets,15000000.0,13000000.0,17000000.0,000000.0,000000.0
Property Plant & Equipment Net,12000000.0,10000000.0,15000000.0,000000.0,000000.0
Goodwill and Intangible Assets,0,0,0,0,0
Long-term investments,,,,,
Tax assets,,,,,
Total non-current assets,32000000.0,339000000.0,316000000.0,000000.0,000000.0
Total assets,76000000.0,105000000.0,158000000.0,000000.0,000000.0
Payables,12000000.0,16000000.0,8000000.0,000000.0,000000.0
Short-term debt,69000000.0,000000.0,7000000.0,000000.0,000000.0
Total current liabilities,136000000.0,64000000.0,52000000.0,000000.0,000000.0
Long-term debt,000000.0,49000000.0,35000000.0,000000.0,000000.0
Total debt,000000.0,49000000.0,35000000.0,000000.0,000000.0
Deferred revenue,30000000.0,28000000.0,21000000.0,000000.0,000000.0
Tax Liabilities,,,,,
Deposit Liabilities,,,,,
Total non-current liabilities,32000000.0,339000000.0,316000000.0,000000.0,000000.0
Total liabilities,168000000.0,404000000.0,368000000.0,000000.0,000000.0
Other comprehensive income,-1000000.0,-2000000.0,-2000000.0,000000.0,000000.0
Retained earnings (deficit),-477000000.0,-339000000.0,-233000000.0,000000.0,000000.0
Total shareholders equity,-92000000.0,-299000000.0,-210000000.0,000000.0,000000.0
Investments,,,,,
Net Debt,37000000,1000000,-9000000,0,0
Other Assets,3000000,3000000,2000000,0,0
Other Liabilities,2000000,264000000,260000000,0,0
