Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,544135000.0,221395000.0,341191000.0,155048000.0
Revenue Growth,1.45775649856591,-0.351111254400028,1.20055079717249,-0.2997
Cost of Revenue,174675000.0,157055000.0,225151000.0,125226000.0
Gross Profit,369460000.0,64340000.0,116040000.0,29822000.0
R&D Expenses,0.0,0.0,0.0,0.0
SG&A Expense,40529000.0,22135000.0,27177000.0,19207000.0
Operating Expenses,366434000.0,22135000.0,27177000.0,19207000.0
Operating Income,177701000.0,42205000.0,88863000.0,10615000.0
Interest Expense,3595000.0,21837000.0,20767000.0,20233000.0
Earnings before Tax,169801000.0,22008000.0,1549000.0,809000.0
Income Tax Expense,19520000.0,784000.0,1549000.0,809000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,51683000.0,21224000.0,0.0,0.0
Preferred Dividends,0.0,0.0,0.0,0.0
Net Income Com,51683000.0,21224000.0,0.0,0.0
EPS,1.6,306.88,0.0,0.0
EPS Diluted,1.58,306.88,0.0,0.0
Weighted Average Shs Out,32329000.0,74890000.0,74890000.0,74890000.0
Weighted Average Shs Out (Dil),32695000.0,,36500000.0,36500000.0
Dividend per Share,0.0,0.0,0.0,0.0
Gross Margin,0.678985913422,0.2906,0.3401,0.1923
EBITDA Margin,0.382495152857,0.291,0.134,0.273
EBIT Margin,0.32657520652,0.198,0.0654,0.1357
Profit Margin,0.0949819438191,0.096,0.0,0.0
Free Cash Flow margin,0.307239931267,0.0933,0.0077,0.0145
EBITDA,208129000.0,64425000.0,45587000.0,42283000.0
EBIT,177701000.0,43845000.0,22316000.0,21042000.0
Consolidated Income,51683000.0,21224000.0,66547000.0,-8176000.0
Earnings Before Tax Margin,0.312056750623,0.0994,0.0045,0.0052
Net Profit Margin,0.0949819438191,0.0959,0.0,0.0
