Date,2018-12-31,2017-12-31
Depreciation & Amortization,8861000.0,2513000.0
Stock-based compensation,19839000.0,6860000.0
Operating Cash Flow,-114786000.0,-30268000.0
Capital Expenditure,-41841000.0,-10027000.0
Acquisitions and disposals,0.0,0.0
Investment purchases and sales,0.0,0.0
Investing Cash flow,-41841000.0,-10027000.0
Issuance (repayment) of debt,81451000.0,28201000.0
Issuance (buybacks) of shares,0.0,11162000.0
Dividend payments,0.0,0.0
Financing Cash Flow,466485000.0,37965000.0
Effect of forex changes on cash,0.0,0.0
Net cash flow / Change in cash,309858000.0,-2330000.0
Free Cash Flow,-156627000.0,-40295000.0
Net Cash/Marketcap,-0.0087,-0.0087
