Date,2018-12-31,2017-12-31
Revenue,0.0,0.0
Revenue Growth,0.0,
Cost of Revenue,0.0,
Gross Profit,0.0,0.0
R&D Expenses,4943149.0,1334000.0
SG&A Expense,3672438.0,1712000.0
Operating Expenses,8615587.0,2054459.0
Operating Income,-8615587.0,-1712000.0
Interest Expense,0.0,-455262.0
Earnings before Tax,0.0,-2262000.0
Income Tax Expense,0.0,
Net Income - Non-Controlling int,0.0,
Net Income - Discontinued ops,0.0,
Net Income,-13250475.0,
Preferred Dividends,0.0,
Net Income Com,-13250475.0,-2262000.0
EPS,-1.09,-0.14
EPS Diluted,-1.09,-0.14
Weighted Average Shs Out,12190245.0,16753000.0
Weighted Average Shs Out (Dil),12190245.0,
Dividend per Share,0.0,
Gross Margin,0.0,0.0
EBITDA Margin,0.0,
EBIT Margin,0.0,0.0
Profit Margin,0.0,
Free Cash Flow margin,0.0,
EBITDA,-8609485.0,
EBIT,-8615587.0,-2054459.0
Consolidated Income,-13250475.0,
Earnings Before Tax Margin,0.0,0.0
Net Profit Margin,0.0,
