Date,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31
Depreciation & Amortization,235789000.0,193475000.0,196599000.0,179226000.0,137865000.0,132043000.0,134053000.0
Stock-based compensation,16848000.0,11289000.0,7922000.0,6893000.0,19726000.0,12775000.0,16438000.0
Operating Cash Flow,316632000.0,346007000.0,289058000.0,346208000.0,349440000.0,269791000.0,250690000.0
Capital Expenditure,353269000.0,579287000.0,248427000.0,162377000.0,-129925000.0,-102748000.0,-86728000.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-305886000.0,971000.0,-5798000.0,-5050000.0
Investment purchases and sales,0.0,0.0,0.0,0.0,500000.0,-500000.0,0.0
Investing Cash flow,-405137000.0,-606682000.0,-281653000.0,-444096000.0,-106273000.0,-42887000.0,-94237000.0
Issuance (repayment) of debt,-565616000.0,-223566000.0,-641054000.0,-1485935000.0,-12163000.0,-75472000.0,-66027000.0
Issuance (buybacks) of shares,-128835000.0,-114607000.0,-231465000.0,-133776000.0,0.0,0.0,0.0
Dividend payments,-27899000.0,-27698000.0,-26980000.0,-10645000.0,0.0,0.0,0.0
Financing Cash Flow,103162000.0,144189000.0,90284000.0,115041000.0,-249860000.0,-241668000.0,-148536000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,128835000.0,114607000.0,97689000.0,17153000.0,-6693000.0,-14764000.0,7917000.0
Free Cash Flow,-36637000.0,-233280000.0,40631000.0,183831000.0,219515000.0,167043000.0,163962000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,-40.2232,-40.2232,-40.2232
