Date,2018-12-31,2017-12-31,2017-06-30,2016-12-31,2016-06-30,2015-12-31,2015-06-30,2014-06-30,2013-06-30,2012-06-30,2011-06-30,2010-06-30
Revenue,0.0,,0.0,,75000.0,,75000.0,100000.0,0.0,200000.0,0.0,140000.0
Revenue Growth,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,0.0,-1,0.0,-1,-0.4909
Cost of Revenue,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Gross Profit,0.0,200000.0,0.0,0.0,0.0,140000.0,0.0,75000.0,0.0,75000.0,100000.0,0.0
R&D Expenses,20489000.0,,733661.0,,2182989.0,,4568435.0,3338687.0,2086666.0,2566247.0,3720394.0,2637407.0
SG&A Expense,26482000.0,,1408936.0,,1606043.0,,3170499.0,3683350.0,2499624.0,2724144.0,2610222.0,2349116.0
Operating Expenses,47565000.0,5611528.0,19100000.0,7918703.0,4592869.0,4986523.0,9840000.0,11269983.0,6284000.0,18151736.0,9247796.0,4650500.0
Operating Income,-47565000.0,-5411528.0,-19100000.0,-7918703.0,-4592869.0,-4846523.0,-9840000.0,-11194983.0,-6284000.0,-18076736.0,-9147796.0,-4650500.0
Interest Expense,0.0,127068.0,-43000.0,88122.0,265203.0,610667.0,-43000.0,533.0,-43000.0,2767.0,77438.0,119087.0
Earnings before Tax,-47063000.0,,-6836363.0,,-8947929.0,,-18063785.0,-9225234.0,-6122542.0,-5066133.0,-7268976.0,-13383513.0
Income Tax Expense,122000.0,,-1040000.0,,-680000.0,,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Non-Controlling int,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Net Income,-47185000.0,,-5796363.0,,-8267929.0,,-18063785.0,-9225234.0,-6122542.0,-5066133.0,-7268976.0,-13383513.0
Preferred Dividends,0.0,,397904.0,,179154.0,,838925.0,4629197.0,862998.0,1625727.0,2638300.0,6239514.0
Net Income Com,-47185000.0,,-6194267.0,,-8447083.0,,-18902710.0,-13854431.0,-6985540.0,-6691860.0,-9907276.0,-19623027.0
EPS,-1.45,,-5.4,,-8.4,,-26.2,-50.6,-102.2,-156.2,-280.0,-1340.0
EPS Diluted,-1.45,,-5.4,,-8.4,,-26.2,-50.6,-102.2,-156.2,-280.0,-1340.0
Weighted Average Shs Out,35124844.0,,1346028.0,,1021030.0,,819376.0,345308.0,97353.0,46861.0,38547.0,16792.0
Weighted Average Shs Out (Dil),32436506.0,,1160962.0,,1016136.0,,720851.0,273836.0,68319.0,42852.0,34666.0,14556.0
Dividend per Share,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
Gross Margin,0.0,,0.0,,1.0,,1.0,1.0,0.0,1.0,0.0,1.0
EBITDA Margin,-118.053,,-238.453,,-87.981,,-23.405,-90.331,,,,
EBIT Margin,0.0,,0.0,,-119.2986,,-240.8136,-91.478,0.0,-24.6953,0.0,-91.2346
Profit Margin,-112.628,,-252.036,,-138.544,,-33.459,-140.164,,,,
Free Cash Flow margin,0.0,,0.0,,-49.0162,,-101.3904,-54.9586,0.0,-24.1827,0.0,-39.6583
EBITDA,-46847000.0,,-6527085.0,,-8854002.0,,-17883944.0,-8798140.0,-5709826.0,-4681042.0,-7037580.0,-12646279.0
EBIT,-47063000.0,-4939065.0,-19100000.0,-7180854.0,-6571160.0,-12772846.0,-9840000.0,-8947396.0,-6284000.0,-18061018.0,-9147796.0,-6003455.0
Consolidated Income,-47185000.0,,-5796363.0,,-8267929.0,,-18063785.0,-9225234.0,-6122542.0,-5066133.0,-7268976.0,-13383513.0
Earnings Before Tax Margin,0.0,,0.0,,-119.3057,,-240.8505,-92.2523,0.0,-25.3307,0.0,-95.5965
Net Profit Margin,0.0,,0.0,,-110.2391,,-240.8505,-92.2523,0.0,-25.3307,0.0,-95.5965
