Date,2018-12-31,2017-12-31,2016-12-31
Depreciation & Amortization,792000.0,316000.0,99000.0
Stock-based compensation,6964000.0,590000.0,
Operating Cash Flow,-46316000.0,-22495000.0,-9350000.0
Capital Expenditure,-3002000.0,-1406000.0,-195000.0
Acquisitions and disposals,0.0,0.0,
Investment purchases and sales,0.0,0.0,
Investing Cash flow,-3002000.0,-1406000.0,-195000.0
Issuance (repayment) of debt,-105000.0,9876000.0,
Issuance (buybacks) of shares,120000.0,3021000.0,
Dividend payments,0.0,0.0,
Financing Cash Flow,98907000.0,49736000.0,10934000.0
Effect of forex changes on cash,0.0,0.0,
Net cash flow / Change in cash,49589000.0,25835000.0,1389000.0
Free Cash Flow,-49318000.0,-23901000.0,
Net Cash/Marketcap,0.1489,0.1489,0.1489
