Date,2018-12-29,2017-12-30,2016-12-31,2016-01-02,2014-12-27
Depreciation & Amortization,347000000.0,383602000.0,426959000.0,399247000.0,411549000.0
Stock-based compensation,28000000.0,20532000.0,18355000.0,15832000.0,11736000.0
Operating Cash Flow,609000000.0,748447000.0,555642000.0,555768000.0,402190000.0
Capital Expenditure,235000000.0,221281000.0,164395000.0,-182361000.0,-122040000.0
Acquisitions and disposals,-0.0,-182210000.0,-122294000.0,-69481000.0,0.0
Investment purchases and sales,0.0,-280000000.0,-484624000.0,-22139000.0,0.0
Investing Cash flow,-232000000.0,-355831000.0,-762144000.0,-271210000.0,-118040000.0
Issuance (repayment) of debt,-1000000.0,-1477000.0,-25941000.0,-87350000.0,-117583000.0
Issuance (buybacks) of shares,0.0,-280000000.0,-128240000.0,-19492000.0,-431000.0
Dividend payments,-0.0,-0.0,-0.0,0.0,0.0
Financing Cash Flow,-391000000.0,-404857000.0,-180210000.0,-110415000.0,-120235000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-14000000.0,-12241000.0,-386712000.0,174143000.0,163915000.0
Free Cash Flow,374000000.0,527166000.0,391247000.0,373407000.0,280150000.0
Net Cash/Marketcap,0.0,0.0,0.0,-0.7363,-0.7363
