Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31
Depreciation & Amortization,0.0,0.0,0.0,0.0,0.0
Stock-based compensation,100000.0,100000.0,200000.0,100000.0,100000.0
Operating Cash Flow,100000.0,14400000.0,30400000.0,3300000.0,-162400000.0
Capital Expenditure,0.0,0.0,0.0,0.0,0.0
Acquisitions and disposals,-0.0,-0.0,-0.0,-0.0,-0.0
Investment purchases and sales,0.0,0.0,0.0,0.0,0.0
Investing Cash flow,0.0,0.0,0.0,0.0,-6000000.0
Issuance (repayment) of debt,-0.0,-0.0,-0.0,-0.0,-0.0
Issuance (buybacks) of shares,-2200000.0,-6000000.0,-4700000.0,0.0,-11500000.0
Dividend payments,-7900000.0,-13100000.0,-18800000.0,-13700000.0,-7900000.0
Financing Cash Flow,-3900000.0,-13100000.0,-31800000.0,-8700000.0,100000.0
Effect of forex changes on cash,0.0,0.0,0.0,0.0,0.0
Net cash flow / Change in cash,-3800000.0,1300000.0,-1400000.0,-5400000.0,-162300000.0
Free Cash Flow,100000.0,14400000.0,30400000.0,3300000.0,-162400000.0
Net Cash/Marketcap,0.0,0.0,0.0,0.0,0.0
