Date,2018-12-31,2017-12-31,2016-12-31,2015-12-31
Revenue,0.0,0.0,63216000.0,57067000.0
Revenue Growth,0.0,-1,0.107750538840311,
Cost of Revenue,0.0,0.0,0.0,0.0
Gross Profit,0.0,0.0,63216000.0,57067000.0
R&D Expenses,649000.0,526000.0,0.0,0.0
SG&A Expense,32122000.0,27078000.0,32481000.0,28937000.0
Operating Expenses,32771000.0,27604000.0,46380000.0,42594000.0
Operating Income,25195000.0,22677000.0,16836000.0,14473000.0
Interest Expense,19542000.0,12152000.0,0.0,0.0
Earnings before Tax,25195000.0,22677000.0,16836000.0,14473000.0
Income Tax Expense,4599000.0,8238000.0,4715000.0,4362000.0
Net Income - Non-Controlling int,0.0,0.0,0.0,0.0
Net Income - Discontinued ops,0.0,0.0,0.0,0.0
Net Income,20596000.0,14439000.0,12121000.0,10111000.0
Preferred Dividends,0.0,0.0,0.0,0.0
Net Income Com,20596000.0,14439000.0,12121000.0,10111000.0
EPS,1.78,1.41,1.35,1.15
EPS Diluted,1.77,1.4,1.35,1.15
Weighted Average Shs Out,11562826.0,10230840.0,11053933.0,11000000.0
Weighted Average Shs Out (Dil),11653766.0,10313369.0,11053933.0,
Dividend per Share,0.60332428161,0.539300009531,0.0,0.0
Gross Margin,0.0,0.0,1.0,1.0
EBITDA Margin,0.0,0.0,0.332,0.322
EBIT Margin,0.0,0.0,0.2663,0.2536
Profit Margin,0.0,0.0,0.192,0.177
Free Cash Flow margin,0.0,0.0,0.3705,0.0962
EBITDA,34033000.0,31448000.0,20999000.0,18382000.0
EBIT,25195000.0,22677000.0,16836000.0,14473000.0
Consolidated Income,20596000.0,14439000.0,12121000.0,10111000.0
Earnings Before Tax Margin,0.0,0.0,0.2663,0.2536
Net Profit Margin,0.0,0.0,0.1917,0.1772
